recording_index,subject,session,run,description,onset_s,duration_s,duration_samples_round,duration_samples_floor,sfreq
1,2,0,0,left_hand,4.01,4.0,512,512,128.0
1,2,0,0,right_hand,8.012,4.0,512,512,128.0
1,2,0,0,left_hand,10.0,4.0,512,512,128.0
1,2,0,0,right_hand,12.004,4.0,512,512,128.0
1,2,0,0,left_hand,16.008,4.0,512,512,128.0
1,2,0,0,right_hand,18.0,4.0,512,512,128.0
1,2,0,0,left_hand,20.006,4.0,512,512,128.0
1,2,0,0,right_hand,24.006,4.0,512,512,128.0
1,2,0,0,left_hand,26.0,4.0,512,512,128.0
1,2,0,0,right_hand,28.006,4.0,512,512,128.0
1,2,0,0,left_hand,32.01,4.0,512,512,128.0
1,2,0,0,right_hand,34.0,4.0,512,512,128.0
1,2,0,0,left_hand,36.006,4.0,512,512,128.0
1,2,0,0,right_hand,40.006,4.0,512,512,128.0
1,2,0,0,left_hand,42.0,4.0,512,512,128.0
1,2,0,0,right_hand,44.006,4.0,512,512,128.0
1,2,0,0,left_hand,48.01,4.0,512,512,128.0
1,2,0,0,right_hand,50.0,4.0,512,512,128.0
1,2,0,0,left_hand,52.006,4.0,512,512,128.0
1,2,0,0,right_hand,56.006,4.0,512,512,128.0
1,2,0,0,left_hand,58.0,4.0,512,512,128.0
1,2,0,0,right_hand,60.004,4.0,512,512,128.0
1,2,0,0,left_hand,64.004,4.0,512,512,128.0
1,2,0,0,right_hand,66.0,4.0,512,512,128.0
1,2,0,0,left_hand,68.004,4.0,512,512,128.0
1,2,0,0,right_hand,72.004,4.0,512,512,128.0
1,2,0,0,left_hand,74.0,4.0,512,512,128.0
1,2,0,0,right_hand,76.004,4.0,512,512,128.0
1,2,0,0,left_hand,80.008,4.0,512,512,128.0
1,2,0,0,right_hand,82.0,4.0,512,512,128.0
1,2,0,0,left_hand,84.004,4.0,512,512,128.0
1,2,0,0,right_hand,88.004,4.0,512,512,128.0
1,2,0,0,left_hand,90.0,4.0,512,512,128.0
1,2,0,0,right_hand,92.004,4.0,512,512,128.0
1,2,0,0,left_hand,96.006,4.0,512,512,128.0
1,2,0,0,right_hand,98.0,4.0,512,512,128.0
1,2,0,0,left_hand,100.006,4.0,512,512,128.0
1,2,0,0,right_hand,104.008,4.0,512,512,128.0
1,2,0,0,left_hand,106.0,4.0,512,512,128.0
2,3,0,0,left_hand,4.016,4.0,512,512,128.0
2,3,0,0,right_hand,8.018,4.0,512,512,128.0
2,3,0,0,left_hand,10.0,4.0,512,512,128.0
2,3,0,0,right_hand,12.006,4.0,512,512,128.0
2,3,0,0,left_hand,16.008,4.0,512,512,128.0
2,3,0,0,right_hand,18.0,4.0,512,512,128.0
2,3,0,0,left_hand,20.006,4.0,512,512,128.0
2,3,0,0,right_hand,24.008,4.0,512,512,128.0
2,3,0,0,left_hand,26.0,4.0,512,512,128.0
2,3,0,0,right_hand,28.006,4.0,512,512,128.0
2,3,0,0,left_hand,32.01,4.0,512,512,128.0
2,3,0,0,right_hand,34.0,4.0,512,512,128.0
2,3,0,0,left_hand,36.006,4.0,512,512,128.0
2,3,0,0,right_hand,40.006,4.0,512,512,128.0
2,3,0,0,left_hand,42.0,4.0,512,512,128.0
2,3,0,0,right_hand,44.006,4.0,512,512,128.0
2,3,0,0,left_hand,48.006,4.0,512,512,128.0
2,3,0,0,right_hand,50.0,4.0,512,512,128.0
2,3,0,0,left_hand,52.008,4.0,512,512,128.0
2,3,0,0,right_hand,56.012,4.0,512,512,128.0
2,3,0,0,left_hand,58.0,4.0,512,512,128.0
2,3,0,0,right_hand,60.008,4.0,512,512,128.0
2,3,0,0,left_hand,64.012,4.0,512,512,128.0
2,3,0,0,right_hand,66.0,4.0,512,512,128.0
2,3,0,0,left_hand,68.006,4.0,512,512,128.0
2,3,0,0,right_hand,72.008,4.0,512,512,128.0
2,3,0,0,left_hand,74.0,4.0,512,512,128.0
2,3,0,0,right_hand,76.006,4.0,512,512,128.0
2,3,0,0,left_hand,80.01,4.0,512,512,128.0
2,3,0,0,right_hand,82.0,4.0,512,512,128.0
2,3,0,0,left_hand,84.006,4.0,512,512,128.0
2,3,0,0,right_hand,88.01,4.0,512,512,128.0
2,3,0,0,left_hand,90.0,4.0,512,512,128.0
2,3,0,0,right_hand,92.008,4.0,512,512,128.0
2,3,0,0,left_hand,96.01,4.0,512,512,128.0
2,3,0,0,right_hand,98.0,4.0,512,512,128.0
2,3,0,0,left_hand,100.008,4.0,512,512,128.0
2,3,0,0,right_hand,104.01,4.0,512,512,128.0
2,3,0,0,left_hand,106.0,4.0,512,512,128.0
3,4,0,0,left_hand,4.016,4.0,512,512,128.0
3,4,0,0,right_hand,8.018,4.0,512,512,128.0
3,4,0,0,left_hand,10.0,4.0,512,512,128.0
3,4,0,0,right_hand,12.02,4.0,512,512,128.0
3,4,0,0,left_hand,16.022,4.0,512,512,128.0
3,4,0,0,right_hand,18.0,4.0,512,512,128.0
3,4,0,0,left_hand,20.02,4.0,512,512,128.0
3,4,0,0,right_hand,24.02,4.0,512,512,128.0
3,4,0,0,left_hand,26.0,4.0,512,512,128.0
3,4,0,0,right_hand,28.02,4.0,512,512,128.0
3,4,0,0,left_hand,32.022,4.0,512,512,128.0
3,4,0,0,right_hand,34.0,4.0,512,512,128.0
3,4,0,0,left_hand,36.02,4.0,512,512,128.0
3,4,0,0,right_hand,40.02,4.0,512,512,128.0
3,4,0,0,left_hand,42.0,4.0,512,512,128.0
3,4,0,0,right_hand,44.02,4.0,512,512,128.0
3,4,0,0,left_hand,48.022,4.0,512,512,128.0
3,4,0,0,right_hand,50.0,4.0,512,512,128.0
3,4,0,0,left_hand,52.02,4.0,512,512,128.0
3,4,0,0,right_hand,56.02,4.0,512,512,128.0
3,4,0,0,left_hand,58.0,4.0,512,512,128.0
3,4,0,0,right_hand,60.02,4.0,512,512,128.0
3,4,0,0,left_hand,64.022,4.0,512,512,128.0
3,4,0,0,right_hand,66.0,4.0,512,512,128.0
3,4,0,0,left_hand,68.02,4.0,512,512,128.0
3,4,0,0,right_hand,72.02,4.0,512,512,128.0
3,4,0,0,left_hand,74.0,4.0,512,512,128.0
3,4,0,0,right_hand,76.02,4.0,512,512,128.0
3,4,0,0,left_hand,80.024,4.0,512,512,128.0
3,4,0,0,right_hand,82.0,4.0,512,512,128.0
3,4,0,0,left_hand,84.02,4.0,512,512,128.0
3,4,0,0,right_hand,88.022,4.0,512,512,128.0
3,4,0,0,left_hand,90.0,4.0,512,512,128.0
3,4,0,0,right_hand,92.02,4.0,512,512,128.0
3,4,0,0,left_hand,96.022,4.0,512,512,128.0
3,4,0,0,right_hand,98.0,4.0,512,512,128.0
3,4,0,0,left_hand,100.02,4.0,512,512,128.0
3,4,0,0,right_hand,104.024,4.0,512,512,128.0
3,4,0,0,left_hand,106.0,4.0,512,512,128.0
4,5,0,0,left_hand,4.016,4.0,512,512,128.0
4,5,0,0,right_hand,8.016,4.0,512,512,128.0
4,5,0,0,left_hand,10.0,4.0,512,512,128.0
4,5,0,0,right_hand,12.02,4.0,512,512,128.0
4,5,0,0,left_hand,16.024,4.0,512,512,128.0
4,5,0,0,right_hand,18.0,4.0,512,512,128.0
4,5,0,0,left_hand,20.02,4.0,512,512,128.0
4,5,0,0,right_hand,24.024,4.0,512,512,128.0
4,5,0,0,left_hand,26.0,4.0,512,512,128.0
4,5,0,0,right_hand,28.02,4.0,512,512,128.0
4,5,0,0,left_hand,32.02,4.0,512,512,128.0
4,5,0,0,right_hand,34.0,4.0,512,512,128.0
4,5,0,0,left_hand,36.02,4.0,512,512,128.0
4,5,0,0,right_hand,40.022,4.0,512,512,128.0
4,5,0,0,left_hand,42.0,4.0,512,512,128.0
4,5,0,0,right_hand,44.02,4.0,512,512,128.0
4,5,0,0,left_hand,48.022,4.0,512,512,128.0
4,5,0,0,right_hand,50.0,4.0,512,512,128.0
4,5,0,0,left_hand,52.02,4.0,512,512,128.0
4,5,0,0,right_hand,56.022,4.0,512,512,128.0
4,5,0,0,left_hand,58.0,4.0,512,512,128.0
4,5,0,0,right_hand,60.02,4.0,512,512,128.0
4,5,0,0,left_hand,64.024,4.0,512,512,128.0
4,5,0,0,right_hand,66.0,4.0,512,512,128.0
4,5,0,0,left_hand,68.02,4.0,512,512,128.0
4,5,0,0,right_hand,72.024,4.0,512,512,128.0
4,5,0,0,left_hand,74.0,4.0,512,512,128.0
4,5,0,0,right_hand,76.02,4.0,512,512,128.0
4,5,0,0,left_hand,80.024,4.0,512,512,128.0
4,5,0,0,right_hand,82.0,4.0,512,512,128.0
4,5,0,0,left_hand,84.02,4.0,512,512,128.0
4,5,0,0,right_hand,88.02,4.0,512,512,128.0
4,5,0,0,left_hand,90.0,4.0,512,512,128.0
4,5,0,0,right_hand,92.02,4.0,512,512,128.0
4,5,0,0,left_hand,96.024,4.0,512,512,128.0
4,5,0,0,right_hand,98.0,4.0,512,512,128.0
4,5,0,0,left_hand,100.02,4.0,512,512,128.0
4,5,0,0,right_hand,104.02,4.0,512,512,128.0
4,5,0,0,left_hand,106.0,4.0,512,512,128.0
5,6,0,0,left_hand,4.01,4.0,512,512,128.0
5,6,0,0,right_hand,8.012,4.0,512,512,128.0
5,6,0,0,left_hand,10.0,4.0,512,512,128.0
5,6,0,0,right_hand,12.712,4.0,512,512,128.0
5,6,0,0,left_hand,16.716,4.0,512,512,128.0
5,6,0,0,right_hand,18.0,4.0,512,512,128.0
5,6,0,0,left_hand,20.892,4.0,512,512,128.0
5,6,0,0,right_hand,24.896,4.0,512,512,128.0
5,6,0,0,left_hand,26.0,4.0,512,512,128.0
5,6,0,0,right_hand,28.848,4.0,512,512,128.0
5,6,0,0,left_hand,32.852,4.0,512,512,128.0
5,6,0,0,right_hand,34.0,4.0,512,512,128.0
5,6,0,0,left_hand,36.932,4.0,512,512,128.0
5,6,0,0,right_hand,40.936,4.0,512,512,128.0
5,6,0,0,left_hand,42.0,4.0,512,512,128.0
5,6,0,0,right_hand,44.82,4.0,512,512,128.0
5,6,0,0,left_hand,48.82,4.0,512,512,128.0
5,6,0,0,right_hand,50.0,4.0,512,512,128.0
5,6,0,0,left_hand,52.824,4.0,512,512,128.0
5,6,0,0,right_hand,56.826,4.0,512,512,128.0
5,6,0,0,left_hand,58.0,4.0,512,512,128.0
5,6,0,0,right_hand,60.912,4.0,512,512,128.0
5,6,0,0,left_hand,64.914,4.0,512,512,128.0
5,6,0,0,right_hand,66.0,4.0,512,512,128.0
5,6,0,0,left_hand,68.894,4.0,512,512,128.0
5,6,0,0,right_hand,72.896,4.0,512,512,128.0
5,6,0,0,left_hand,74.0,4.0,512,512,128.0
5,6,0,0,right_hand,76.822,4.0,512,512,128.0
5,6,0,0,left_hand,80.826,4.0,512,512,128.0
5,6,0,0,right_hand,82.0,4.0,512,512,128.0
5,6,0,0,left_hand,84.85,4.0,512,512,128.0
5,6,0,0,right_hand,88.852,4.0,512,512,128.0
5,6,0,0,left_hand,90.0,4.0,512,512,128.0
5,6,0,0,right_hand,92.902,4.0,512,512,128.0
5,6,0,0,left_hand,96.902,4.0,512,512,128.0
5,6,0,0,right_hand,98.0,4.0,512,512,128.0
5,6,0,0,left_hand,100.884,4.0,512,512,128.0
5,6,0,0,right_hand,104.884,4.0,512,512,128.0
5,6,0,0,left_hand,106.0,4.0,512,512,128.0
6,7,0,0,left_hand,4.014,4.0,512,512,128.0
6,7,0,0,right_hand,8.018,4.0,512,512,128.0
6,7,0,0,left_hand,10.0,4.0,512,512,128.0
6,7,0,0,right_hand,12.02,4.0,512,512,128.0
6,7,0,0,left_hand,16.024,4.0,512,512,128.0
6,7,0,0,right_hand,18.0,4.0,512,512,128.0
6,7,0,0,left_hand,20.02,4.0,512,512,128.0
6,7,0,0,right_hand,24.024,4.0,512,512,128.0
6,7,0,0,left_hand,26.0,4.0,512,512,128.0
6,7,0,0,right_hand,28.02,4.0,512,512,128.0
6,7,0,0,left_hand,32.02,4.0,512,512,128.0
6,7,0,0,right_hand,34.0,4.0,512,512,128.0
6,7,0,0,left_hand,36.02,4.0,512,512,128.0
6,7,0,0,right_hand,40.022,4.0,512,512,128.0
6,7,0,0,left_hand,42.0,4.0,512,512,128.0
6,7,0,0,right_hand,44.02,4.0,512,512,128.0
6,7,0,0,left_hand,48.024,4.0,512,512,128.0
6,7,0,0,right_hand,50.0,4.0,512,512,128.0
6,7,0,0,left_hand,52.02,4.0,512,512,128.0
6,7,0,0,right_hand,56.022,4.0,512,512,128.0
6,7,0,0,left_hand,58.0,4.0,512,512,128.0
6,7,0,0,right_hand,60.02,4.0,512,512,128.0
6,7,0,0,left_hand,64.022,4.0,512,512,128.0
6,7,0,0,right_hand,66.0,4.0,512,512,128.0
6,7,0,0,left_hand,68.02,4.0,512,512,128.0
6,7,0,0,right_hand,72.02,4.0,512,512,128.0
6,7,0,0,left_hand,74.0,4.0,512,512,128.0
6,7,0,0,right_hand,76.02,4.0,512,512,128.0
6,7,0,0,left_hand,80.02,4.0,512,512,128.0
6,7,0,0,right_hand,82.0,4.0,512,512,128.0
6,7,0,0,left_hand,84.02,4.0,512,512,128.0
6,7,0,0,right_hand,88.024,4.0,512,512,128.0
6,7,0,0,left_hand,90.0,4.0,512,512,128.0
6,7,0,0,right_hand,92.02,4.0,512,512,128.0
6,7,0,0,left_hand,96.022,4.0,512,512,128.0
6,7,0,0,right_hand,98.0,4.0,512,512,128.0
6,7,0,0,left_hand,100.02,4.0,512,512,128.0
6,7,0,0,right_hand,104.02,4.0,512,512,128.0
6,7,0,0,left_hand,106.0,4.0,512,512,128.0
7,8,0,0,left_hand,4.01,4.0,512,512,128.0
7,8,0,0,right_hand,8.014,4.0,512,512,128.0
7,8,0,0,left_hand,10.0,4.0,512,512,128.0
7,8,0,0,right_hand,12.006,4.0,512,512,128.0
7,8,0,0,left_hand,16.008,4.0,512,512,128.0
7,8,0,0,right_hand,18.0,4.0,512,512,128.0
7,8,0,0,left_hand,20.006,4.0,512,512,128.0
7,8,0,0,right_hand,24.008,4.0,512,512,128.0
7,8,0,0,left_hand,26.0,4.0,512,512,128.0
7,8,0,0,right_hand,28.006,4.0,512,512,128.0
7,8,0,0,left_hand,32.006,4.0,512,512,128.0
7,8,0,0,right_hand,34.0,4.0,512,512,128.0
7,8,0,0,left_hand,36.006,4.0,512,512,128.0
7,8,0,0,right_hand,40.006,4.0,512,512,128.0
7,8,0,0,left_hand,42.0,4.0,512,512,128.0
7,8,0,0,right_hand,44.006,4.0,512,512,128.0
7,8,0,0,left_hand,48.006,4.0,512,512,128.0
7,8,0,0,right_hand,50.0,4.0,512,512,128.0
7,8,0,0,left_hand,52.006,4.0,512,512,128.0
7,8,0,0,right_hand,56.006,4.0,512,512,128.0
7,8,0,0,left_hand,58.0,4.0,512,512,128.0
7,8,0,0,right_hand,60.004,4.0,512,512,128.0
7,8,0,0,left_hand,64.006,4.0,512,512,128.0
7,8,0,0,right_hand,66.0,4.0,512,512,128.0
7,8,0,0,left_hand,68.006,4.0,512,512,128.0
7,8,0,0,right_hand,72.008,4.0,512,512,128.0
7,8,0,0,left_hand,74.0,4.0,512,512,128.0
7,8,0,0,right_hand,76.006,4.0,512,512,128.0
7,8,0,0,left_hand,80.01,4.0,512,512,128.0
7,8,0,0,right_hand,82.0,4.0,512,512,128.0
7,8,0,0,left_hand,84.004,4.0,512,512,128.0
7,8,0,0,right_hand,88.008,4.0,512,512,128.0
7,8,0,0,left_hand,90.0,4.0,512,512,128.0
7,8,0,0,right_hand,92.004,4.0,512,512,128.0
7,8,0,0,left_hand,96.004,4.0,512,512,128.0
7,8,0,0,right_hand,98.0,4.0,512,512,128.0
7,8,0,0,left_hand,100.004,4.0,512,512,128.0
7,8,0,0,right_hand,104.008,4.0,512,512,128.0
7,8,0,0,left_hand,106.0,4.0,512,512,128.0
8,9,0,0,left_hand,4.014,4.0,512,512,128.0
8,9,0,0,right_hand,8.016,4.0,512,512,128.0
8,9,0,0,left_hand,10.0,4.0,512,512,128.0
8,9,0,0,right_hand,12.006,4.0,512,512,128.0
8,9,0,0,left_hand,16.008,4.0,512,512,128.0
8,9,0,0,right_hand,18.0,4.0,512,512,128.0
8,9,0,0,left_hand,20.006,4.0,512,512,128.0
8,9,0,0,right_hand,24.008,4.0,512,512,128.0
8,9,0,0,left_hand,26.0,4.0,512,512,128.0
8,9,0,0,right_hand,28.006,4.0,512,512,128.0
8,9,0,0,left_hand,32.008,4.0,512,512,128.0
8,9,0,0,right_hand,34.0,4.0,512,512,128.0
8,9,0,0,left_hand,36.006,4.0,512,512,128.0
8,9,0,0,right_hand,40.006,4.0,512,512,128.0
8,9,0,0,left_hand,42.0,4.0,512,512,128.0
8,9,0,0,right_hand,44.006,4.0,512,512,128.0
8,9,0,0,left_hand,48.006,4.0,512,512,128.0
8,9,0,0,right_hand,50.0,4.0,512,512,128.0
8,9,0,0,left_hand,52.006,4.0,512,512,128.0
8,9,0,0,right_hand,56.006,4.0,512,512,128.0
8,9,0,0,left_hand,58.0,4.0,512,512,128.0
8,9,0,0,right_hand,60.006,4.0,512,512,128.0
8,9,0,0,left_hand,64.006,4.0,512,512,128.0
8,9,0,0,right_hand,66.0,4.0,512,512,128.0
8,9,0,0,left_hand,68.006,4.0,512,512,128.0
8,9,0,0,right_hand,72.008,4.0,512,512,128.0
8,9,0,0,left_hand,74.0,4.0,512,512,128.0
8,9,0,0,right_hand,76.006,4.0,512,512,128.0
8,9,0,0,left_hand,80.008,4.0,512,512,128.0
8,9,0,0,right_hand,82.0,4.0,512,512,128.0
8,9,0,0,left_hand,84.006,4.0,512,512,128.0
8,9,0,0,right_hand,88.008,4.0,512,512,128.0
8,9,0,0,left_hand,90.0,4.0,512,512,128.0
8,9,0,0,right_hand,92.006,4.0,512,512,128.0
8,9,0,0,left_hand,96.008,4.0,512,512,128.0
8,9,0,0,right_hand,98.0,4.0,512,512,128.0
8,9,0,0,left_hand,100.006,4.0,512,512,128.0
8,9,0,0,right_hand,104.01,4.0,512,512,128.0
8,9,0,0,left_hand,106.0,4.0,512,512,128.0
9,10,0,0,left_hand,4.008,4.0,512,512,128.0
9,10,0,0,right_hand,8.008,4.0,512,512,128.0
9,10,0,0,left_hand,10.0,4.0,512,512,128.0
9,10,0,0,right_hand,12.004,4.0,512,512,128.0
9,10,0,0,left_hand,16.006,4.0,512,512,128.0
9,10,0,0,right_hand,18.0,4.0,512,512,128.0
9,10,0,0,left_hand,20.006,4.0,512,512,128.0
9,10,0,0,right_hand,24.006,4.0,512,512,128.0
9,10,0,0,left_hand,26.0,4.0,512,512,128.0
9,10,0,0,right_hand,28.006,4.0,512,512,128.0
9,10,0,0,left_hand,32.008,4.0,512,512,128.0
9,10,0,0,right_hand,34.0,4.0,512,512,128.0
9,10,0,0,left_hand,36.006,4.0,512,512,128.0
9,10,0,0,right_hand,40.01,4.0,512,512,128.0
9,10,0,0,left_hand,42.0,4.0,512,512,128.0
9,10,0,0,right_hand,44.008,4.0,512,512,128.0
9,10,0,0,left_hand,48.012,4.0,512,512,128.0
9,10,0,0,right_hand,50.0,4.0,512,512,128.0
9,10,0,0,left_hand,52.008,4.0,512,512,128.0
9,10,0,0,right_hand,56.012,4.0,512,512,128.0
9,10,0,0,left_hand,58.0,4.0,512,512,128.0
9,10,0,0,right_hand,60.004,4.0,512,512,128.0
9,10,0,0,left_hand,64.006,4.0,512,512,128.0
9,10,0,0,right_hand,66.0,4.0,512,512,128.0
9,10,0,0,left_hand,68.008,4.0,512,512,128.0
9,10,0,0,right_hand,72.012,4.0,512,512,128.0
9,10,0,0,left_hand,74.0,4.0,512,512,128.0
9,10,0,0,right_hand,76.006,4.0,512,512,128.0
9,10,0,0,left_hand,80.008,4.0,512,512,128.0
9,10,0,0,right_hand,82.0,4.0,512,512,128.0
9,10,0,0,left_hand,84.004,4.0,512,512,128.0
9,10,0,0,right_hand,88.006,4.0,512,512,128.0
9,10,0,0,left_hand,90.0,4.0,512,512,128.0
9,10,0,0,right_hand,92.006,4.0,512,512,128.0
9,10,0,0,left_hand,96.01,4.0,512,512,128.0
9,10,0,0,right_hand,98.0,4.0,512,512,128.0
9,10,0,0,left_hand,100.008,4.0,512,512,128.0
9,10,0,0,right_hand,104.008,4.0,512,512,128.0
9,10,0,0,left_hand,106.0,4.0,512,512,128.0
10,11,0,0,left_hand,4.008,4.0,512,512,128.0
10,11,0,0,right_hand,8.012,4.0,512,512,128.0
10,11,0,0,left_hand,10.0,4.0,512,512,128.0
10,11,0,0,right_hand,12.006,4.0,512,512,128.0
10,11,0,0,left_hand,16.008,4.0,512,512,128.0
10,11,0,0,right_hand,18.0,4.0,512,512,128.0
10,11,0,0,left_hand,20.004,4.0,512,512,128.0
10,11,0,0,right_hand,24.008,4.0,512,512,128.0
10,11,0,0,left_hand,26.0,4.0,512,512,128.0
10,11,0,0,right_hand,28.008,4.0,512,512,128.0
10,11,0,0,left_hand,32.01,4.0,512,512,128.0
10,11,0,0,right_hand,34.0,4.0,512,512,128.0
10,11,0,0,left_hand,36.006,4.0,512,512,128.0
10,11,0,0,right_hand,40.006,4.0,512,512,128.0
10,11,0,0,left_hand,42.0,4.0,512,512,128.0
10,11,0,0,right_hand,44.004,4.0,512,512,128.0
10,11,0,0,left_hand,48.006,4.0,512,512,128.0
10,11,0,0,right_hand,50.0,4.0,512,512,128.0
10,11,0,0,left_hand,52.006,4.0,512,512,128.0
10,11,0,0,right_hand,56.008,4.0,512,512,128.0
10,11,0,0,left_hand,58.0,4.0,512,512,128.0
10,11,0,0,right_hand,60.006,4.0,512,512,128.0
10,11,0,0,left_hand,64.01,4.0,512,512,128.0
10,11,0,0,right_hand,66.0,4.0,512,512,128.0
10,11,0,0,left_hand,68.004,4.0,512,512,128.0
10,11,0,0,right_hand,72.004,4.0,512,512,128.0
10,11,0,0,left_hand,74.0,4.0,512,512,128.0
10,11,0,0,right_hand,76.006,4.0,512,512,128.0
10,11,0,0,left_hand,80.006,4.0,512,512,128.0
10,11,0,0,right_hand,82.0,4.0,512,512,128.0
10,11,0,0,left_hand,84.006,4.0,512,512,128.0
10,11,0,0,right_hand,88.008,4.0,512,512,128.0
10,11,0,0,left_hand,90.0,4.0,512,512,128.0
10,11,0,0,right_hand,92.004,4.0,512,512,128.0
10,11,0,0,left_hand,96.008,4.0,512,512,128.0
10,11,0,0,right_hand,98.0,4.0,512,512,128.0
10,11,0,0,left_hand,100.006,4.0,512,512,128.0
10,11,0,0,right_hand,104.01,4.0,512,512,128.0
10,11,0,0,left_hand,106.0,4.0,512,512,128.0
11,12,0,0,left_hand,4.006,4.0,512,512,128.0
11,12,0,0,right_hand,8.006,4.0,512,512,128.0
11,12,0,0,left_hand,10.0,4.0,512,512,128.0
11,12,0,0,right_hand,12.006,4.0,512,512,128.0
11,12,0,0,left_hand,16.006,4.0,512,512,128.0
11,12,0,0,right_hand,18.0,4.0,512,512,128.0
11,12,0,0,left_hand,20.006,4.0,512,512,128.0
11,12,0,0,right_hand,24.006,4.0,512,512,128.0
11,12,0,0,left_hand,26.0,4.0,512,512,128.0
11,12,0,0,right_hand,28.002,4.0,512,512,128.0
11,12,0,0,left_hand,32.006,4.0,512,512,128.0
11,12,0,0,right_hand,34.0,4.0,512,512,128.0
11,12,0,0,left_hand,36.004,4.0,512,512,128.0
11,12,0,0,right_hand,40.004,4.0,512,512,128.0
11,12,0,0,left_hand,42.0,4.0,512,512,128.0
11,12,0,0,right_hand,44.004,4.0,512,512,128.0
11,12,0,0,left_hand,48.008,4.0,512,512,128.0
11,12,0,0,right_hand,50.0,4.0,512,512,128.0
11,12,0,0,left_hand,52.004,4.0,512,512,128.0
11,12,0,0,right_hand,56.006,4.0,512,512,128.0
11,12,0,0,left_hand,58.0,4.0,512,512,128.0
11,12,0,0,right_hand,60.004,4.0,512,512,128.0
11,12,0,0,left_hand,64.006,4.0,512,512,128.0
11,12,0,0,right_hand,66.0,4.0,512,512,128.0
11,12,0,0,left_hand,68.004,4.0,512,512,128.0
11,12,0,0,right_hand,72.008,4.0,512,512,128.0
11,12,0,0,left_hand,74.0,4.0,512,512,128.0
11,12,0,0,right_hand,76.004,4.0,512,512,128.0
11,12,0,0,left_hand,80.004,4.0,512,512,128.0
11,12,0,0,right_hand,82.0,4.0,512,512,128.0
11,12,0,0,left_hand,84.004,4.0,512,512,128.0
11,12,0,0,right_hand,88.008,4.0,512,512,128.0
11,12,0,0,left_hand,90.0,4.0,512,512,128.0
11,12,0,0,right_hand,92.006,4.0,512,512,128.0
11,12,0,0,left_hand,96.008,4.0,512,512,128.0
11,12,0,0,right_hand,98.0,4.0,512,512,128.0
11,12,0,0,left_hand,100.006,4.0,512,512,128.0
11,12,0,0,right_hand,104.006,4.0,512,512,128.0
11,12,0,0,left_hand,106.0,4.0,512,512,128.0
12,13,0,0,left_hand,4.008,4.0,512,512,128.0
12,13,0,0,right_hand,8.012,4.0,512,512,128.0
12,13,0,0,left_hand,10.0,4.0,512,512,128.0
12,13,0,0,right_hand,12.004,4.0,512,512,128.0
12,13,0,0,left_hand,16.008,4.0,512,512,128.0
12,13,0,0,right_hand,18.0,4.0,512,512,128.0
12,13,0,0,left_hand,20.004,4.0,512,512,128.0
12,13,0,0,right_hand,24.008,4.0,512,512,128.0
12,13,0,0,left_hand,26.0,4.0,512,512,128.0
12,13,0,0,right_hand,28.004,4.0,512,512,128.0
12,13,0,0,left_hand,32.006,4.0,512,512,128.0
