subject_id,fold_id,test_indices,true_labels,predictions,probabilities,accuracy,balanced_accuracy,confusion_matrix,prediction_histogram,collapse_diagnostics,parameter_count,trainable_parameter_count,training_seconds,seed,seed_ensemble,split_hash
sub-04,2,"[1, 2, 4, 6, 12, 17, 21, 33]","[1, 0, 0, 0, 0, 1, 1, 1]","[1, 0, 0, 0, 1, 0, 0, 1]","[[0.2900434136390686, 0.7099565267562866], [0.6028105020523071, 0.3971894681453705], [0.7097471952438354, 0.29025277495384216], [0.6353155970573425, 0.36468443274497986], [0.4223611652851105, 0.5776388645172119], [0.5654196739196777, 0.4345802962779999], [0.7726322412490845, 0.22736774384975433], [0.36055493354797363, 0.6394451260566711]]",0.625,0.625,"[[3, 1], [2, 2]]","[5, 3]",{'collapsed': False},16932,15941,13.208163083996624,2026,[2026],ea5cbac81b35a516
sub-04,3,"[0, 9, 10, 19, 26, 27, 29, 34]","[0, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 0, 1, 1, 0, 0]","[[0.40577811002731323, 0.594221830368042], [0.2621811628341675, 0.7378188967704773], [0.762069821357727, 0.23793017864227295], [0.5337748527526855, 0.46622514724731445], [0.1646292805671692, 0.8353707194328308], [0.28820478916168213, 0.7117952704429626], [0.5967660546302795, 0.40323397517204285], [0.566824197769165, 0.4331757426261902]]",0.5,0.5,"[[2, 2], [2, 2]]","[4, 4]",{'collapsed': False},16932,15941,13.186961957952008,2026,[2026],39c12103adbfcf72
sub-04,4,"[14, 18, 25, 30, 31, 32, 35, 37]","[0, 0, 1, 0, 1, 0, 1, 1]","[0, 1, 0, 0, 1, 0, 1, 1]","[[0.817013144493103, 0.18298688530921936], [0.3461204767227173, 0.6538794636726379], [0.5401769280433655, 0.4598231017589569], [0.5821472406387329, 0.4178527891635895], [0.2400420755147934, 0.7599578499794006], [0.5185545086860657, 0.48144543170928955], [0.35058173537254333, 0.649418294429779], [0.4458591341972351, 0.5541408658027649]]",0.75,0.75,"[[3, 1], [1, 3]]","[4, 4]",{'collapsed': False},16932,15941,13.29459970886819,2026,[2026],3428be8934373007
sub-05,0,"[3, 7, 11, 13, 16, 20, 24, 38]","[1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 0, 1, 1, 1, 1, 1]","[[0.4770074784755707, 0.5229925513267517], [0.26948416233062744, 0.7305158972740173], [0.526117205619812, 0.47388285398483276], [0.32155919075012207, 0.6784407496452332], [0.2578009068965912, 0.742199182510376], [0.19622868299484253, 0.8037713766098022], [0.38545939326286316, 0.614540696144104], [0.2537975013256073, 0.7462025284767151]]",0.375,0.375,"[[0, 4], [1, 3]]","[1, 7]",{'collapsed': False},16932,15941,13.245852292049676,2026,[2026],a7bcc59841abbf2c
sub-05,1,"[5, 8, 15, 22, 23, 28, 36, 39]","[1, 0, 1, 0, 1, 0, 0, 1]","[1, 0, 1, 0, 1, 1, 0, 1]","[[0.4583706259727478, 0.5416293740272522], [0.5226069092750549, 0.47739309072494507], [0.4319477379322052, 0.5680522918701172], [0.5445847511291504, 0.4554152488708496], [0.4879111051559448, 0.5120888948440552], [0.42999908328056335, 0.570000946521759], [0.5667553544044495, 0.4332446753978729], [0.44225695729255676, 0.5577431321144104]]",0.875,0.875,"[[3, 1], [0, 4]]","[3, 5]",{'collapsed': False},16932,15941,13.182300083106384,2026,[2026],1c53c1a29fc322e7
sub-05,2,"[1, 2, 4, 6, 12, 17, 21, 33]","[1, 0, 0, 0, 0, 1, 1, 1]","[1, 0, 0, 1, 0, 0, 1, 1]","[[0.35103338956832886, 0.6489665508270264], [0.5573009848594666, 0.44269895553588867], [0.6216652393341064, 0.37833482027053833], [0.48868846893310547, 0.5113115310668945], [0.5342378616333008, 0.46576210856437683], [0.6738162040710449, 0.32618382573127747], [0.4173187017440796, 0.5826812386512756], [0.4772542119026184, 0.5227457880973816]]",0.75,0.75,"[[3, 1], [1, 3]]","[4, 4]",{'collapsed': False},16932,15941,13.171774124959484,2026,[2026],ea5cbac81b35a516
sub-05,3,"[0, 9, 10, 19, 26, 27, 29, 34]","[0, 1, 0, 1, 0, 1, 1, 0]","[0, 0, 0, 1, 1, 0, 0, 0]","[[0.7013415098190308, 0.2986585199832916], [0.62247633934021, 0.3775236904621124], [0.5606263279914856, 0.4393737018108368], [0.49421221017837524, 0.5057877898216248], [0.3974219858646393, 0.6025780439376831], [0.5835385322570801, 0.41646143794059753], [0.595251202583313, 0.404748797416687], [0.5479220151901245, 0.4520779848098755]]",0.5,0.5,"[[3, 1], [3, 1]]","[6, 2]",{'collapsed': False},16932,15941,13.189186959061772,2026,[2026],39c12103adbfcf72
sub-05,4,"[14, 18, 25, 30, 31, 32, 35, 37]","[0, 0, 1, 0, 1, 0, 1, 1]","[0, 0, 1, 0, 0, 1, 1, 1]","[[0.52522873878479, 0.47477129101753235], [0.5806513428688049, 0.41934871673583984], [0.4164809286594391, 0.5835191011428833], [0.5646446347236633, 0.43535539507865906], [0.6609700918197632, 0.3390299081802368], [0.37482208013534546, 0.6251778602600098], [0.3558442294597626, 0.644155740737915], [0.36627694964408875, 0.6337230801582336]]",0.75,0.75,"[[3, 1], [1, 3]]","[4, 4]",{'collapsed': False},16932,15941,13.181038375012577,2026,[2026],3428be8934373007
sub-06,0,"[3, 7, 11, 13, 16, 20, 24, 38]","[1, 1, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 1, 1, 1, 0, 1]","[[0.8512548208236694, 0.14874514937400818], [0.45217207074165344, 0.547827959060669], [0.33974677324295044, 0.6602532267570496], [0.05084700509905815, 0.9491530656814575], [0.11729398369789124, 0.8827060461044312], [0.4829709827899933, 0.5170290470123291], [0.6276113390922546, 0.372388631105423], [0.24033251404762268, 0.7596674561500549]]",0.5,0.5,"[[1, 3], [1, 3]]","[2, 6]",{'collapsed': False},16932,15941,13.152030915953219,2026,[2026],a7bcc59841abbf2c
sub-06,1,"[5, 8, 15, 22, 23, 28, 36, 39]","[1, 0, 1, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 0, 0, 0]","[[0.40430429577827454, 0.5956957936286926], [0.20200687646865845, 0.7979931235313416], [0.2104099839925766, 0.7895900011062622], [0.4789893925189972, 0.5210105776786804], [0.9136412143707275, 0.08635881543159485], [0.7141739726066589, 0.28582608699798584], [0.5839879512786865, 0.4160120487213135], [0.605009913444519, 0.39499011635780334]]",0.5,0.5,"[[2, 2], [2, 2]]","[4, 4]",{'collapsed': False},16932,15941,13.197151125175878,2026,[2026],1c53c1a29fc322e7
sub-06,2,"[1, 2, 4, 6, 12, 17, 21, 33]","[1, 0, 0, 0, 0, 1, 1, 1]","[1, 0, 1, 1, 0, 1, 0, 0]","[[0.09692775458097458, 0.9030722379684448], [0.5187180042266846, 0.48128199577331543], [0.26182711124420166, 0.7381728291511536], [0.25469180941581726, 0.7453082203865051], [0.5970759391784668, 0.4029240310192108], [0.3413182497024536, 0.6586816906929016], [0.6738275289535522, 0.32617253065109253], [0.6373104453086853, 0.3626895844936371]]",0.5,0.5,"[[2, 2], [2, 2]]","[4, 4]",{'collapsed': False},16932,15941,13.182306041941047,2026,[2026],ea5cbac81b35a516
sub-06,3,"[0, 9, 10, 19, 26, 27, 29, 34]","[0, 1, 0, 1, 0, 1, 1, 0]","[1, 0, 0, 0, 1, 1, 0, 0]","[[0.3640782833099365, 0.6359217762947083], [0.8537646532058716, 0.1462354212999344], [0.6342146992683411, 0.3657853305339813], [0.9397307634353638, 0.06026928871870041], [0.48217248916625977, 0.5178275108337402], [0.36371564865112305, 0.6362844109535217], [0.8720707297325134, 0.12792930006980896], [0.7009540796279907, 0.2990458905696869]]",0.375,0.375,"[[2, 2], [3, 1]]","[5, 3]",{'collapsed': False},16932,15941,13.155686958925799,2026,[2026],39c12103adbfcf72
sub-06,4,"[14, 18, 25, 30, 31, 32, 35, 37]","[0, 0, 1, 0, 1, 0, 1, 1]","[0, 0, 0, 1, 0, 1, 1, 1]","[[0.7924090027809143, 0.2075909823179245], [0.6511004567146301, 0.3488995134830475], [0.5294985771179199, 0.47050145268440247], [0.2184605449438095, 0.7815394401550293], [0.844831109046936, 0.15516887605190277], [0.35042455792427063, 0.649575412273407], [0.3001174330711365, 0.6998825073242188], [0.39978140592575073, 0.6002185940742493]]",0.5,0.5,"[[2, 2], [2, 2]]","[4, 4]",{'collapsed': False},16932,15941,13.198415625141934,2026,[2026],3428be8934373007
sub-07,0,"[3, 7, 11, 13, 16, 20, 24, 38]","[1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 1]","[[0.41673555970191956, 0.5832644701004028], [0.41948381066322327, 0.5805161595344543], [0.08568081259727478, 0.9143192172050476], [0.2685588300228119, 0.7314411997795105], [0.2567177414894104, 0.7432822585105896], [0.5959466099739075, 0.4040534198284149], [0.7269369959831238, 0.2730630040168762], [0.046855662018060684, 0.9531443119049072]]",0.75,0.75,"[[2, 2], [0, 4]]","[2, 6]",{'collapsed': False},16932,15941,13.20554537489079,2026,[2026],a7bcc59841abbf2c
sub-07,1,"[5, 8, 15, 22, 23, 28, 36, 39]","[1, 0, 1, 0, 1, 0, 0, 1]","[0, 0, 1, 1, 1, 1, 1, 1]","[[0.5859612822532654, 0.41403868794441223], [0.7112670540809631, 0.28873297572135925], [0.43227556347846985, 0.5677244663238525], [0.38828518986701965, 0.6117148399353027], [0.132306307554245, 0.8676937222480774], [0.19901175796985626, 0.8009882569313049], [0.23444166779518127, 0.7655583620071411], [0.1434248983860016, 0.8565751314163208]]",0.5,0.5,"[[1, 3], [1, 3]]","[2, 6]",{'collapsed': False},16932,15941,13.166655083186924,2026,[2026],1c53c1a29fc322e7
sub-07,2,"[1, 2, 4, 6, 12, 17, 21, 33]","[1, 0, 0, 0, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 1, 1, 1]","[[0.5740563869476318, 0.42594361305236816], [0.7901788949966431, 0.20982109010219574], [0.6493986248970032, 0.3506014049053192], [0.5614295601844788, 0.4385703504085541], [0.9342250823974609, 0.06577495485544205], [0.478813499212265, 0.5211864709854126], [0.3481507897377014, 0.6518492102622986], [0.18819433450698853, 0.8118056654930115]]",0.875,0.875,"[[4, 0], [1, 3]]","[5, 3]",{'collapsed': False},16932,15941,13.182941750157624,2026,[2026],ea5cbac81b35a516
sub-07,3,"[0, 9, 10, 19, 26, 27, 29, 34]","[0, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 0, 0, 0, 1, 1]","[[0.06793073564767838, 0.9320692420005798], [0.30803072452545166, 0.6919692754745483], [0.555625855922699, 0.444374144077301], [0.5737369656562805, 0.4262630343437195], [0.8699063658714294, 0.13009358942508698], [0.6976953744888306, 0.30230462551116943], [0.2836768627166748, 0.7163231372833252], [0.13534820079803467, 0.8646517992019653]]",0.5,0.5,"[[2, 2], [2, 2]]","[4, 4]",{'collapsed': False},16932,15941,13.222998749930412,2026,[2026],39c12103adbfcf72
sub-07,4,"[14, 18, 25, 30, 31, 32, 35, 37]","[0, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[[0.033978067338466644, 0.9660219550132751], [0.1568106859922409, 0.8431892991065979], [0.27207300066947937, 0.7279269695281982], [0.08336365967988968, 0.9166364073753357], [0.25342753529548645, 0.7465724945068359], [0.3460743725299835, 0.6539256572723389], [0.12519238889217377, 0.874807596206665], [0.3352733254432678, 0.6647266149520874]]",0.5,0.5,"[[0, 4], [0, 4]]","[0, 8]",{'collapsed': True},16932,15941,13.150315291946754,2026,[2026],3428be8934373007
sub-08,0,"[3, 7, 11, 13, 16, 20, 24, 38]","[1, 1, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 1, 0, 0, 1]","[[0.26724207401275635, 0.7327579855918884], [0.5536763072013855, 0.4463237226009369], [0.6768975853919983, 0.3231024742126465], [0.6449728012084961, 0.35502713918685913], [0.22355523705482483, 0.7764447331428528], [0.6525742411613464, 0.34742575883865356], [0.5218853950500488, 0.47811460494995117], [0.3485552966594696, 0.6514447331428528]]",0.375,0.375,"[[2, 2], [3, 1]]","[5, 3]",{'collapsed': False},16932,15941,13.185308875050396,2026,[2026],a7bcc59841abbf2c
sub-08,1,"[5, 8, 15, 22, 23, 28, 36, 39]","[1, 0, 1, 0, 1, 0, 0, 1]","[1, 0, 0, 1, 1, 0, 0, 1]","[[0.3873554468154907, 0.612644612789154], [0.5574100613594055, 0.4425899088382721], [0.6272552609443665, 0.37274473905563354], [0.41190457344055176, 0.5880953669548035], [0.2802257835865021, 0.7197742462158203], [0.7590306401252747, 0.24096935987472534], [0.555633008480072, 0.444366991519928], [0.48885342478752136, 0.5111465454101562]]",0.75,0.75,"[[3, 1], [1, 3]]","[4, 4]",{'collapsed': False},16932,15941,13.228260250063613,2026,[2026],1c53c1a29fc322e7
sub-08,2,"[1, 2, 4, 6, 12, 17, 21, 33]","[1, 0, 0, 0, 0, 1, 1, 1]","[1, 1, 0, 0, 1, 1, 0, 1]","[[0.4921816289424896, 0.5078184604644775], [0.48056766390800476, 0.5194323658943176], [0.568646252155304, 0.4313538074493408], [0.6340229511260986, 0.365977019071579], [0.33541324734687805, 0.6645867228507996], [0.47252359986305237, 0.5274763703346252], [0.7139872908592224, 0.2860126793384552], [0.3974073827266693, 0.6025925874710083]]",0.625,0.625,"[[2, 2], [1, 3]]","[3, 5]",{'collapsed': False},16932,15941,13.184577708132565,2026,[2026],ea5cbac81b35a516
sub-08,3,"[0, 9, 10, 19, 26, 27, 29, 34]","[0, 1, 0, 1, 0, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 0]","[[0.10864701867103577, 0.8913530111312866], [0.5181955099105835, 0.4818044900894165], [0.5221920609474182, 0.4778079688549042], [0.6538252234458923, 0.3461747467517853], [0.821234405040741, 0.17876563966274261], [0.6777546405792236, 0.322245329618454], [0.6943281292915344, 0.3056718409061432], [0.6165984869003296, 0.38340145349502563]]",0.375,0.375,"[[3, 1], [4, 0]]","[7, 1]",{'collapsed': False},16932,15941,13.179885416990146,2026,[2026],39c12103adbfcf72
sub-08,4,"[14, 18, 25, 30, 31, 32, 35, 37]","[0, 0, 1, 0, 1, 0, 1, 1]","[0, 0, 0, 0, 1, 0, 0, 0]","[[0.5342264175415039, 0.4657735824584961], [0.7209017872810364, 0.27909815311431885], [0.6454014778137207, 0.3545985817909241], [0.7472686767578125, 0.2527313232421875], [0.46998244524002075, 0.530017614364624], [0.8502423763275146, 0.14975763857364655], [0.6937046647071838, 0.30629533529281616], [0.5497072339057922, 0.45029276609420776]]",0.625,0.625,"[[4, 0], [3, 1]]","[7, 1]",{'collapsed': False},16932,15941,13.219381290953606,2026,[2026],3428be8934373007
sub-09,0,"[3, 7, 11, 13, 16, 20, 24, 38]","[1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 0, 1, 0, 0, 1]","[[0.1343764215707779, 0.8656236529350281], [0.3377785086631775, 0.6622214317321777], [0.32861804962158203, 0.6713818907737732], [0.5800732970237732, 0.4199267625808716], [0.29104146361351013, 0.7089585661888123], [0.6693623065948486, 0.3306376338005066], [0.588871955871582, 0.41112810373306274], [0.32582762837409973, 0.6741723418235779]]",0.625,0.625,"[[2, 2], [1, 3]]","[3, 5]",{'collapsed': False},16932,15941,13.20473025017418,2026,[2026],a7bcc59841abbf2c
sub-09,1,"[5, 8, 15, 22, 23, 28, 36, 39]","[1, 0, 1, 0, 1, 0, 0, 1]","[0, 0, 1, 1, 1, 1, 0, 1]","[[0.6245561838150024, 0.37544378638267517], [0.5989211201667786, 0.40107887983322144], [0.4375064969062805, 0.5624935030937195], [0.3941715359687805, 0.6058284640312195], [0.3972996771335602, 0.6027003526687622], [0.4829212427139282, 0.5170787572860718], [0.832612156867981, 0.167387917637825], [0.19540923833847046, 0.8045907616615295]]",0.625,0.625,"[[2, 2], [1, 3]]","[3, 5]",{'collapsed': False},16932,15941,13.145641333889216,2026,[2026],1c53c1a29fc322e7
sub-09,2,"[1, 2, 4, 6, 12, 17, 21, 33]","[1, 0, 0, 0, 0, 1, 1, 1]","[0, 1, 1, 0, 0, 0, 1, 0]","[[0.5396928787231445, 0.46030712127685547], [0.4762522578239441, 0.5237477421760559], [0.18078075349330902, 0.8192192912101746], [0.6114404797554016, 0.3885595500469208], [0.63612961769104, 0.3638703525066376], [0.5552112460136414, 0.44478869438171387], [0.3363924026489258, 0.6636075973510742], [0.5723409056663513, 0.42765912413597107]]",0.375,0.375,"[[2, 2], [3, 1]]","[5, 3]",{'collapsed': False},16932,15941,13.247228041989729,2026,[2026],ea5cbac81b35a516
