recording_key,subject,session,run,from_description,to_description,from_onset_s,to_onset_s,gap_s,from_duration_s,from_end_s,annotation_overlap_s
11::0::0,11,0,0,right_hand,left_hand,24.008,26.0,1.9920000000000009,4.0,28.008,2.007999999999999
11::0::0,11,0,0,left_hand,right_hand,26.0,28.008,2.007999999999999,4.0,30.0,1.9920000000000009
11::0::0,11,0,0,right_hand,left_hand,28.008,32.01,4.001999999999999,4.0,32.007999999999996,-0.0020000000000024443
11::0::0,11,0,0,left_hand,right_hand,32.01,34.0,1.990000000000002,4.0,36.01,2.009999999999998
11::0::0,11,0,0,right_hand,left_hand,34.0,36.006,2.0060000000000002,4.0,38.0,1.9939999999999998
11::0::0,11,0,0,left_hand,right_hand,36.006,40.006,4.0,4.0,40.006,0.0
11::0::0,11,0,0,right_hand,left_hand,40.006,42.0,1.9939999999999998,4.0,44.006,2.0060000000000002
11::0::0,11,0,0,left_hand,right_hand,42.0,44.004,2.003999999999998,4.0,46.0,1.9960000000000022
11::0::0,11,0,0,right_hand,left_hand,44.004,48.006,4.0020000000000024,4.0,48.004,-0.0020000000000024443
11::0::0,11,0,0,left_hand,right_hand,48.006,50.0,1.9939999999999998,4.0,52.006,2.0060000000000002
11::0::0,11,0,0,right_hand,left_hand,50.0,52.006,2.0060000000000002,4.0,54.0,1.9939999999999998
11::0::0,11,0,0,left_hand,right_hand,52.006,56.008,4.0020000000000024,4.0,56.006,-0.0020000000000024443
11::0::0,11,0,0,right_hand,left_hand,56.008,58.0,1.9919999999999973,4.0,60.008,2.0080000000000027
11::0::0,11,0,0,left_hand,right_hand,58.0,60.006,2.0060000000000002,4.0,62.0,1.9939999999999998
11::0::0,11,0,0,right_hand,left_hand,60.006,64.01,4.004000000000005,4.0,64.006,-0.0040000000000048885
11::0::0,11,0,0,left_hand,right_hand,64.01,66.0,1.9899999999999949,4.0,68.01,2.010000000000005
11::0::0,11,0,0,right_hand,left_hand,66.0,68.004,2.004000000000005,4.0,70.0,1.9959999999999951
11::0::0,11,0,0,left_hand,right_hand,68.004,72.004,4.0,4.0,72.004,0.0
11::0::0,11,0,0,right_hand,left_hand,72.004,74.0,1.9959999999999951,4.0,76.004,2.004000000000005
11::0::0,11,0,0,left_hand,right_hand,74.0,76.006,2.0060000000000002,4.0,78.0,1.9939999999999998
11::0::0,11,0,0,right_hand,left_hand,76.006,80.006,4.0,4.0,80.006,0.0
11::0::0,11,0,0,left_hand,right_hand,80.006,82.0,1.9939999999999998,4.0,84.006,2.0060000000000002
11::0::0,11,0,0,right_hand,left_hand,82.0,84.006,2.0060000000000002,4.0,86.0,1.9939999999999998
11::0::0,11,0,0,left_hand,right_hand,84.006,88.008,4.001999999999995,4.0,88.006,-0.001999999999995339
11::0::0,11,0,0,right_hand,left_hand,88.008,90.0,1.9920000000000044,4.0,92.008,2.0079999999999956
11::0::0,11,0,0,left_hand,right_hand,90.0,92.004,2.004000000000005,4.0,94.0,1.9959999999999951
11::0::0,11,0,0,right_hand,left_hand,92.004,96.008,4.003999999999991,4.0,96.004,-0.003999999999990678
11::0::0,11,0,0,left_hand,right_hand,96.008,98.0,1.9920000000000044,4.0,100.008,2.0079999999999956
11::0::0,11,0,0,right_hand,left_hand,98.0,100.006,2.0060000000000002,4.0,102.0,1.9939999999999998
11::0::0,11,0,0,left_hand,right_hand,100.006,104.01,4.004000000000005,4.0,104.006,-0.0040000000000048885
11::0::0,11,0,0,right_hand,left_hand,104.01,106.0,1.9899999999999949,4.0,108.01,2.010000000000005
12::0::0,12,0,0,left_hand,right_hand,4.006,8.006,4.0,4.0,8.006,0.0
12::0::0,12,0,0,right_hand,left_hand,8.006,10.0,1.9939999999999998,4.0,12.006,2.0060000000000002
12::0::0,12,0,0,left_hand,right_hand,10.0,12.006,2.0060000000000002,4.0,14.0,1.9939999999999998
12::0::0,12,0,0,right_hand,left_hand,12.006,16.006,4.0,4.0,16.006,0.0
12::0::0,12,0,0,left_hand,right_hand,16.006,18.0,1.9939999999999998,4.0,20.006,2.0060000000000002
12::0::0,12,0,0,right_hand,left_hand,18.0,20.006,2.0060000000000002,4.0,22.0,1.9939999999999998
12::0::0,12,0,0,left_hand,right_hand,20.006,24.006,4.0,4.0,24.006,0.0
12::0::0,12,0,0,right_hand,left_hand,24.006,26.0,1.9939999999999998,4.0,28.006,2.0060000000000002
12::0::0,12,0,0,left_hand,right_hand,26.0,28.002,2.001999999999999,4.0,30.0,1.998000000000001
12::0::0,12,0,0,right_hand,left_hand,28.002,32.006,4.004000000000001,4.0,32.001999999999995,-0.0040000000000048885
12::0::0,12,0,0,left_hand,right_hand,32.006,34.0,1.9939999999999998,4.0,36.006,2.0060000000000002
12::0::0,12,0,0,right_hand,left_hand,34.0,36.004,2.003999999999998,4.0,38.0,1.9960000000000022
12::0::0,12,0,0,left_hand,right_hand,36.004,40.004,4.0,4.0,40.004,0.0
12::0::0,12,0,0,right_hand,left_hand,40.004,42.0,1.9960000000000022,4.0,44.004,2.003999999999998
12::0::0,12,0,0,left_hand,right_hand,42.0,44.004,2.003999999999998,4.0,46.0,1.9960000000000022
12::0::0,12,0,0,right_hand,left_hand,44.004,48.008,4.004000000000005,4.0,48.004,-0.0040000000000048885
12::0::0,12,0,0,left_hand,right_hand,48.008,50.0,1.9919999999999973,4.0,52.008,2.0080000000000027
12::0::0,12,0,0,right_hand,left_hand,50.0,52.004,2.003999999999998,4.0,54.0,1.9960000000000022
12::0::0,12,0,0,left_hand,right_hand,52.004,56.006,4.0020000000000024,4.0,56.004,-0.0020000000000024443
12::0::0,12,0,0,right_hand,left_hand,56.006,58.0,1.9939999999999998,4.0,60.006,2.0060000000000002
12::0::0,12,0,0,left_hand,right_hand,58.0,60.004,2.003999999999998,4.0,62.0,1.9960000000000022
12::0::0,12,0,0,right_hand,left_hand,60.004,64.006,4.0020000000000024,4.0,64.00399999999999,-0.0020000000000095497
12::0::0,12,0,0,left_hand,right_hand,64.006,66.0,1.9939999999999998,4.0,68.006,2.0060000000000002
12::0::0,12,0,0,right_hand,left_hand,66.0,68.004,2.004000000000005,4.0,70.0,1.9959999999999951
12::0::0,12,0,0,left_hand,right_hand,68.004,72.008,4.003999999999991,4.0,72.004,-0.003999999999990678
12::0::0,12,0,0,right_hand,left_hand,72.008,74.0,1.9920000000000044,4.0,76.008,2.0079999999999956
12::0::0,12,0,0,left_hand,right_hand,74.0,76.004,2.004000000000005,4.0,78.0,1.9959999999999951
12::0::0,12,0,0,right_hand,left_hand,76.004,80.004,4.0,4.0,80.004,0.0
12::0::0,12,0,0,left_hand,right_hand,80.004,82.0,1.9959999999999951,4.0,84.004,2.004000000000005
12::0::0,12,0,0,right_hand,left_hand,82.0,84.004,2.004000000000005,4.0,86.0,1.9959999999999951
12::0::0,12,0,0,left_hand,right_hand,84.004,88.008,4.003999999999991,4.0,88.004,-0.003999999999990678
12::0::0,12,0,0,right_hand,left_hand,88.008,90.0,1.9920000000000044,4.0,92.008,2.0079999999999956
12::0::0,12,0,0,left_hand,right_hand,90.0,92.006,2.0060000000000002,4.0,94.0,1.9939999999999998
12::0::0,12,0,0,right_hand,left_hand,92.006,96.008,4.001999999999995,4.0,96.006,-0.001999999999995339
12::0::0,12,0,0,left_hand,right_hand,96.008,98.0,1.9920000000000044,4.0,100.008,2.0079999999999956
12::0::0,12,0,0,right_hand,left_hand,98.0,100.006,2.0060000000000002,4.0,102.0,1.9939999999999998
12::0::0,12,0,0,left_hand,right_hand,100.006,104.006,4.0,4.0,104.006,0.0
12::0::0,12,0,0,right_hand,left_hand,104.006,106.0,1.9939999999999998,4.0,108.006,2.0060000000000002
13::0::0,13,0,0,left_hand,right_hand,4.008,8.012,4.0040000000000004,4.0,8.008,-0.004000000000001336
13::0::0,13,0,0,right_hand,left_hand,8.012,10.0,1.9879999999999995,4.0,12.012,2.0120000000000005
13::0::0,13,0,0,left_hand,right_hand,10.0,12.004,2.0039999999999996,4.0,14.0,1.9960000000000004
13::0::0,13,0,0,right_hand,left_hand,12.004,16.008,4.004,4.0,16.003999999999998,-0.004000000000001336
13::0::0,13,0,0,left_hand,right_hand,16.008,18.0,1.9920000000000009,4.0,20.008,2.007999999999999
13::0::0,13,0,0,right_hand,left_hand,18.0,20.004,2.0040000000000013,4.0,22.0,1.9959999999999987
13::0::0,13,0,0,left_hand,right_hand,20.004,24.008,4.003999999999998,4.0,24.004,-0.003999999999997783
13::0::0,13,0,0,right_hand,left_hand,24.008,26.0,1.9920000000000009,4.0,28.008,2.007999999999999
13::0::0,13,0,0,left_hand,right_hand,26.0,28.004,2.0040000000000013,4.0,30.0,1.9959999999999987
13::0::0,13,0,0,right_hand,left_hand,28.004,32.006,4.001999999999999,4.0,32.004000000000005,-0.001999999999995339
13::0::0,13,0,0,left_hand,right_hand,32.006,34.0,1.9939999999999998,4.0,36.006,2.0060000000000002
13::0::0,13,0,0,right_hand,left_hand,34.0,36.006,2.0060000000000002,4.0,38.0,1.9939999999999998
13::0::0,13,0,0,left_hand,right_hand,36.006,40.006,4.0,4.0,40.006,0.0
13::0::0,13,0,0,right_hand,left_hand,40.006,42.0,1.9939999999999998,4.0,44.006,2.0060000000000002
13::0::0,13,0,0,left_hand,right_hand,42.0,44.004,2.003999999999998,4.0,46.0,1.9960000000000022
13::0::0,13,0,0,right_hand,left_hand,44.004,48.004,4.0,4.0,48.004,0.0
13::0::0,13,0,0,left_hand,right_hand,48.004,50.0,1.9960000000000022,4.0,52.004,2.003999999999998
13::0::0,13,0,0,right_hand,left_hand,50.0,52.006,2.0060000000000002,4.0,54.0,1.9939999999999998
13::0::0,13,0,0,left_hand,right_hand,52.006,56.01,4.003999999999998,4.0,56.006,-0.003999999999997783
13::0::0,13,0,0,right_hand,left_hand,56.01,58.0,1.990000000000002,4.0,60.01,2.009999999999998
13::0::0,13,0,0,left_hand,right_hand,58.0,60.004,2.003999999999998,4.0,62.0,1.9960000000000022
13::0::0,13,0,0,right_hand,left_hand,60.004,64.008,4.003999999999998,4.0,64.00399999999999,-0.0040000000000048885
13::0::0,13,0,0,left_hand,right_hand,64.008,66.0,1.9920000000000044,4.0,68.008,2.0079999999999956
13::0::0,13,0,0,right_hand,left_hand,66.0,68.004,2.004000000000005,4.0,70.0,1.9959999999999951
13::0::0,13,0,0,left_hand,right_hand,68.004,72.006,4.001999999999995,4.0,72.004,-0.001999999999995339
13::0::0,13,0,0,right_hand,left_hand,72.006,74.0,1.9939999999999998,4.0,76.006,2.0060000000000002
13::0::0,13,0,0,left_hand,right_hand,74.0,76.002,2.0019999999999953,4.0,78.0,1.9980000000000047
13::0::0,13,0,0,right_hand,left_hand,76.002,80.006,4.004000000000005,4.0,80.002,-0.0040000000000048885
13::0::0,13,0,0,left_hand,right_hand,80.006,82.0,1.9939999999999998,4.0,84.006,2.0060000000000002
13::0::0,13,0,0,right_hand,left_hand,82.0,84.004,2.004000000000005,4.0,86.0,1.9959999999999951
13::0::0,13,0,0,left_hand,right_hand,84.004,88.004,4.0,4.0,88.004,0.0
13::0::0,13,0,0,right_hand,left_hand,88.004,90.0,1.9959999999999951,4.0,92.004,2.004000000000005
13::0::0,13,0,0,left_hand,right_hand,90.0,92.004,2.004000000000005,4.0,94.0,1.9959999999999951
13::0::0,13,0,0,right_hand,left_hand,92.004,96.004,4.0,4.0,96.004,0.0
13::0::0,13,0,0,left_hand,right_hand,96.004,98.0,1.9959999999999951,4.0,100.004,2.004000000000005
13::0::0,13,0,0,right_hand,left_hand,98.0,100.004,2.004000000000005,4.0,102.0,1.9959999999999951
13::0::0,13,0,0,left_hand,right_hand,100.004,104.008,4.003999999999991,4.0,104.004,-0.003999999999990678
13::0::0,13,0,0,right_hand,left_hand,104.008,106.0,1.9920000000000044,4.0,108.008,2.0079999999999956
14::0::0,14,0,0,left_hand,right_hand,4.01,8.014,4.004,4.0,8.01,-0.0039999999999995595
14::0::0,14,0,0,right_hand,left_hand,8.014,10.0,1.9860000000000007,4.0,12.014,2.0139999999999993
14::0::0,14,0,0,left_hand,right_hand,10.0,12.006,2.0060000000000002,4.0,14.0,1.9939999999999998
14::0::0,14,0,0,right_hand,left_hand,12.006,16.006,4.0,4.0,16.006,0.0
14::0::0,14,0,0,left_hand,right_hand,16.006,18.0,1.9939999999999998,4.0,20.006,2.0060000000000002
14::0::0,14,0,0,right_hand,left_hand,18.0,20.006,2.0060000000000002,4.0,22.0,1.9939999999999998
14::0::0,14,0,0,left_hand,right_hand,20.006,24.006,4.0,4.0,24.006,0.0
14::0::0,14,0,0,right_hand,left_hand,24.006,26.0,1.9939999999999998,4.0,28.006,2.0060000000000002
14::0::0,14,0,0,left_hand,right_hand,26.0,28.006,2.0060000000000002,4.0,30.0,1.9939999999999998
14::0::0,14,0,0,right_hand,left_hand,28.006,32.006,4.0,4.0,32.006,0.0
14::0::0,14,0,0,left_hand,right_hand,32.006,34.0,1.9939999999999998,4.0,36.006,2.0060000000000002
14::0::0,14,0,0,right_hand,left_hand,34.0,36.004,2.003999999999998,4.0,38.0,1.9960000000000022
14::0::0,14,0,0,left_hand,right_hand,36.004,40.006,4.0020000000000024,4.0,40.004,-0.0020000000000024443
14::0::0,14,0,0,right_hand,left_hand,40.006,42.0,1.9939999999999998,4.0,44.006,2.0060000000000002
14::0::0,14,0,0,left_hand,right_hand,42.0,44.006,2.0060000000000002,4.0,46.0,1.9939999999999998
14::0::0,14,0,0,right_hand,left_hand,44.006,48.006,4.0,4.0,48.006,0.0
14::0::0,14,0,0,left_hand,right_hand,48.006,50.0,1.9939999999999998,4.0,52.006,2.0060000000000002
14::0::0,14,0,0,right_hand,left_hand,50.0,52.006,2.0060000000000002,4.0,54.0,1.9939999999999998
14::0::0,14,0,0,left_hand,right_hand,52.006,56.008,4.0020000000000024,4.0,56.006,-0.0020000000000024443
14::0::0,14,0,0,right_hand,left_hand,56.008,58.0,1.9919999999999973,4.0,60.008,2.0080000000000027
14::0::0,14,0,0,left_hand,right_hand,58.0,60.004,2.003999999999998,4.0,62.0,1.9960000000000022
14::0::0,14,0,0,right_hand,left_hand,60.004,64.008,4.003999999999998,4.0,64.00399999999999,-0.0040000000000048885
14::0::0,14,0,0,left_hand,right_hand,64.008,66.0,1.9920000000000044,4.0,68.008,2.0079999999999956
14::0::0,14,0,0,right_hand,left_hand,66.0,68.004,2.004000000000005,4.0,70.0,1.9959999999999951
14::0::0,14,0,0,left_hand,right_hand,68.004,72.008,4.003999999999991,4.0,72.004,-0.003999999999990678
14::0::0,14,0,0,right_hand,left_hand,72.008,74.0,1.9920000000000044,4.0,76.008,2.0079999999999956
14::0::0,14,0,0,left_hand,right_hand,74.0,76.008,2.0079999999999956,4.0,78.0,1.9920000000000044
14::0::0,14,0,0,right_hand,left_hand,76.008,80.01,4.0020000000000095,4.0,80.008,-0.0020000000000095497
14::0::0,14,0,0,left_hand,right_hand,80.01,82.0,1.9899999999999949,4.0,84.01,2.010000000000005
14::0::0,14,0,0,right_hand,left_hand,82.0,84.006,2.0060000000000002,4.0,86.0,1.9939999999999998
14::0::0,14,0,0,left_hand,right_hand,84.006,88.01,4.004000000000005,4.0,88.006,-0.0040000000000048885
14::0::0,14,0,0,right_hand,left_hand,88.01,90.0,1.9899999999999949,4.0,92.01,2.010000000000005
14::0::0,14,0,0,left_hand,right_hand,90.0,92.004,2.004000000000005,4.0,94.0,1.9959999999999951
14::0::0,14,0,0,right_hand,left_hand,92.004,96.006,4.001999999999995,4.0,96.004,-0.001999999999995339
14::0::0,14,0,0,left_hand,right_hand,96.006,98.0,1.9939999999999998,4.0,100.006,2.0060000000000002
14::0::0,14,0,0,right_hand,left_hand,98.0,100.004,2.004000000000005,4.0,102.0,1.9959999999999951
14::0::0,14,0,0,left_hand,right_hand,100.004,104.006,4.001999999999995,4.0,104.004,-0.001999999999995339
14::0::0,14,0,0,right_hand,left_hand,104.006,106.0,1.9939999999999998,4.0,108.006,2.0060000000000002
15::0::0,15,0,0,left_hand,right_hand,4.008,8.01,4.002,4.0,8.008,-0.002000000000000668
15::0::0,15,0,0,right_hand,left_hand,8.01,10.0,1.9900000000000002,4.0,12.01,2.01
15::0::0,15,0,0,left_hand,right_hand,10.0,12.006,2.0060000000000002,4.0,14.0,1.9939999999999998
15::0::0,15,0,0,right_hand,left_hand,12.006,16.01,4.004000000000001,4.0,16.006,-0.004000000000001336
15::0::0,15,0,0,left_hand,right_hand,16.01,18.0,1.9899999999999984,4.0,20.01,2.0100000000000016
15::0::0,15,0,0,right_hand,left_hand,18.0,20.004,2.0040000000000013,4.0,22.0,1.9959999999999987
15::0::0,15,0,0,left_hand,right_hand,20.004,24.004,4.0,4.0,24.004,0.0
15::0::0,15,0,0,right_hand,left_hand,24.004,26.0,1.9959999999999987,4.0,28.004,2.0040000000000013
15::0::0,15,0,0,left_hand,right_hand,26.0,28.008,2.007999999999999,4.0,30.0,1.9920000000000009
15::0::0,15,0,0,right_hand,left_hand,28.008,32.012,4.004000000000001,4.0,32.007999999999996,-0.0040000000000048885
15::0::0,15,0,0,left_hand,right_hand,32.012,34.0,1.9879999999999995,4.0,36.012,2.0120000000000005
15::0::0,15,0,0,right_hand,left_hand,34.0,36.006,2.0060000000000002,4.0,38.0,1.9939999999999998
15::0::0,15,0,0,left_hand,right_hand,36.006,40.01,4.003999999999998,4.0,40.006,-0.003999999999997783
15::0::0,15,0,0,right_hand,left_hand,40.01,42.0,1.990000000000002,4.0,44.01,2.009999999999998
15::0::0,15,0,0,left_hand,right_hand,42.0,44.004,2.003999999999998,4.0,46.0,1.9960000000000022
15::0::0,15,0,0,right_hand,left_hand,44.004,48.008,4.004000000000005,4.0,48.004,-0.0040000000000048885
15::0::0,15,0,0,left_hand,right_hand,48.008,50.0,1.9919999999999973,4.0,52.008,2.0080000000000027
15::0::0,15,0,0,right_hand,left_hand,50.0,52.006,2.0060000000000002,4.0,54.0,1.9939999999999998
15::0::0,15,0,0,left_hand,right_hand,52.006,56.006,4.0,4.0,56.006,0.0
15::0::0,15,0,0,right_hand,left_hand,56.006,58.0,1.9939999999999998,4.0,60.006,2.0060000000000002
15::0::0,15,0,0,left_hand,right_hand,58.0,60.006,2.0060000000000002,4.0,62.0,1.9939999999999998
15::0::0,15,0,0,right_hand,left_hand,60.006,64.006,4.0,4.0,64.006,0.0
15::0::0,15,0,0,left_hand,right_hand,64.006,66.0,1.9939999999999998,4.0,68.006,2.0060000000000002
15::0::0,15,0,0,right_hand,left_hand,66.0,68.004,2.004000000000005,4.0,70.0,1.9959999999999951
15::0::0,15,0,0,left_hand,right_hand,68.004,72.008,4.003999999999991,4.0,72.004,-0.003999999999990678
15::0::0,15,0,0,right_hand,left_hand,72.008,74.0,1.9920000000000044,4.0,76.008,2.0079999999999956
15::0::0,15,0,0,left_hand,right_hand,74.0,76.006,2.0060000000000002,4.0,78.0,1.9939999999999998
15::0::0,15,0,0,right_hand,left_hand,76.006,80.008,4.001999999999995,4.0,80.006,-0.001999999999995339
15::0::0,15,0,0,left_hand,right_hand,80.008,82.0,1.9920000000000044,4.0,84.008,2.0079999999999956
15::0::0,15,0,0,right_hand,left_hand,82.0,84.006,2.0060000000000002,4.0,86.0,1.9939999999999998
15::0::0,15,0,0,left_hand,right_hand,84.006,88.006,4.0,4.0,88.006,0.0
15::0::0,15,0,0,right_hand,left_hand,88.006,90.0,1.9939999999999998,4.0,92.006,2.0060000000000002
15::0::0,15,0,0,left_hand,right_hand,90.0,92.004,2.004000000000005,4.0,94.0,1.9959999999999951
15::0::0,15,0,0,right_hand,left_hand,92.004,96.004,4.0,4.0,96.004,0.0
15::0::0,15,0,0,left_hand,right_hand,96.004,98.0,1.9959999999999951,4.0,100.004,2.004000000000005
15::0::0,15,0,0,right_hand,left_hand,98.0,100.006,2.0060000000000002,4.0,102.0,1.9939999999999998
15::0::0,15,0,0,left_hand,right_hand,100.006,104.01,4.004000000000005,4.0,104.006,-0.0040000000000048885
15::0::0,15,0,0,right_hand,left_hand,104.01,106.0,1.9899999999999949,4.0,108.01,2.010000000000005
16::0::0,16,0,0,left_hand,right_hand,4.016,8.016,4.0,4.0,8.016,0.0
16::0::0,16,0,0,right_hand,left_hand,8.016,10.0,1.984,4.0,12.016,2.016
16::0::0,16,0,0,left_hand,right_hand,10.0,12.02,2.0199999999999996,4.0,14.0,1.9800000000000004
16::0::0,16,0,0,right_hand,left_hand,12.02,16.022,4.001999999999999,4.0,16.02,-0.0019999999999988916
16::0::0,16,0,0,left_hand,right_hand,16.022,18.0,1.9780000000000015,4.0,20.022,2.0219999999999985
16::0::0,16,0,0,right_hand,left_hand,18.0,20.02,2.0199999999999996,4.0,22.0,1.9800000000000004
16::0::0,16,0,0,left_hand,right_hand,20.02,24.022,4.001999999999999,4.0,24.02,-0.0019999999999988916
16::0::0,16,0,0,right_hand,left_hand,24.022,26.0,1.9780000000000015,4.0,28.022,2.0219999999999985
16::0::0,16,0,0,left_hand,right_hand,26.0,28.02,2.0199999999999996,4.0,30.0,1.9800000000000004
16::0::0,16,0,0,right_hand,left_hand,28.02,32.024,4.004000000000001,4.0,32.019999999999996,-0.0040000000000048885
16::0::0,16,0,0,left_hand,right_hand,32.024,34.0,1.975999999999999,4.0,36.024,2.024000000000001
16::0::0,16,0,0,right_hand,left_hand,34.0,36.02,2.020000000000003,4.0,38.0,1.9799999999999969
16::0::0,16,0,0,left_hand,right_hand,36.02,40.024,4.003999999999998,4.0,40.02,-0.003999999999997783
16::0::0,16,0,0,right_hand,left_hand,40.024,42.0,1.975999999999999,4.0,44.024,2.024000000000001
16::0::0,16,0,0,left_hand,right_hand,42.0,44.02,2.020000000000003,4.0,46.0,1.9799999999999969
16::0::0,16,0,0,right_hand,left_hand,44.02,48.024,4.003999999999998,4.0,48.02,-0.003999999999997783
16::0::0,16,0,0,left_hand,right_hand,48.024,50.0,1.975999999999999,4.0,52.024,2.024000000000001
16::0::0,16,0,0,right_hand,left_hand,50.0,52.02,2.020000000000003,4.0,54.0,1.9799999999999969
16::0::0,16,0,0,left_hand,right_hand,52.02,56.022,4.001999999999995,4.0,56.02,-0.001999999999995339
16::0::0,16,0,0,right_hand,left_hand,56.022,58.0,1.9780000000000015,4.0,60.022,2.0219999999999985
16::0::0,16,0,0,left_hand,right_hand,58.0,60.02,2.020000000000003,4.0,62.0,1.9799999999999969
16::0::0,16,0,0,right_hand,left_hand,60.02,64.022,4.0020000000000024,4.0,64.02000000000001,-0.001999999999995339
16::0::0,16,0,0,left_hand,right_hand,64.022,66.0,1.9779999999999944,4.0,68.022,2.0220000000000056
16::0::0,16,0,0,right_hand,left_hand,66.0,68.02,2.019999999999996,4.0,70.0,1.980000000000004
