subject_id,label,hand,transductive_group_maps,state_naming_mode,feature,value
20,1,right,True,neutral,MS0_coverage,0.22625
21,0,left,True,neutral,MS0_coverage,0.26
21,1,right,True,neutral,MS0_coverage,0.2521
22,0,left,True,neutral,MS0_coverage,0.24985
22,1,right,True,neutral,MS0_coverage,0.21335
23,0,left,True,neutral,MS0_coverage,0.35215
23,1,right,True,neutral,MS0_coverage,0.38045
24,0,left,True,neutral,MS0_coverage,0.2865
24,1,right,True,neutral,MS0_coverage,0.33975
25,0,left,True,neutral,MS0_coverage,0.3462
25,1,right,True,neutral,MS0_coverage,0.4009
26,0,left,True,neutral,MS0_coverage,0.2669
26,1,right,True,neutral,MS0_coverage,0.2625
27,0,left,True,neutral,MS0_coverage,0.31545
27,1,right,True,neutral,MS0_coverage,0.2763
28,0,left,True,neutral,MS0_coverage,0.3333
28,1,right,True,neutral,MS0_coverage,0.3502
29,0,left,True,neutral,MS0_coverage,0.3129
29,1,right,True,neutral,MS0_coverage,0.31635
30,0,left,True,neutral,MS0_coverage,0.2371
30,1,right,True,neutral,MS0_coverage,0.2651
31,0,left,True,neutral,MS0_coverage,0.3528
31,1,right,True,neutral,MS0_coverage,0.3369
32,0,left,True,neutral,MS0_coverage,0.35805
32,1,right,True,neutral,MS0_coverage,0.3749
33,0,left,True,neutral,MS0_coverage,0.2865
33,1,right,True,neutral,MS0_coverage,0.25285
34,0,left,True,neutral,MS0_coverage,0.1809
34,1,right,True,neutral,MS0_coverage,0.15955
35,0,left,True,neutral,MS0_coverage,0.36445
35,1,right,True,neutral,MS0_coverage,0.35065
36,0,left,True,neutral,MS0_coverage,0.3035
36,1,right,True,neutral,MS0_coverage,0.29775
37,0,left,True,neutral,MS0_coverage,0.17295
37,1,right,True,neutral,MS0_coverage,0.16405
38,0,left,True,neutral,MS0_coverage,0.3002
38,1,right,True,neutral,MS0_coverage,0.33365
39,0,left,True,neutral,MS0_coverage,0.23905
39,1,right,True,neutral,MS0_coverage,0.22005
40,0,left,True,neutral,MS0_coverage,0.17845
40,1,right,True,neutral,MS0_coverage,0.19275
41,0,left,True,neutral,MS0_coverage,0.3448
41,1,right,True,neutral,MS0_coverage,0.28315
42,0,left,True,neutral,MS0_coverage,0.2774
42,1,right,True,neutral,MS0_coverage,0.2694
43,0,left,True,neutral,MS0_coverage,0.4769
43,1,right,True,neutral,MS0_coverage,0.4187
44,0,left,True,neutral,MS0_coverage,0.2308
44,1,right,True,neutral,MS0_coverage,0.2656
45,0,left,True,neutral,MS0_coverage,0.30365
45,1,right,True,neutral,MS0_coverage,0.32105
46,0,left,True,neutral,MS0_coverage,0.4546
46,1,right,True,neutral,MS0_coverage,0.43405
47,0,left,True,neutral,MS0_coverage,0.2442
47,1,right,True,neutral,MS0_coverage,0.21875
48,0,left,True,neutral,MS0_coverage,0.26415
48,1,right,True,neutral,MS0_coverage,0.23515
49,0,left,True,neutral,MS0_coverage,0.2592
49,1,right,True,neutral,MS0_coverage,0.25685
50,0,left,True,neutral,MS0_coverage,0.25945
50,1,right,True,neutral,MS0_coverage,0.28445
1,0,left,True,neutral,MS1_duration,0.04039484978540773
1,1,right,True,neutral,MS1_duration,0.03384297520661157
2,0,left,True,neutral,MS1_duration,0.021148701809598745
2,1,right,True,neutral,MS1_duration,0.022757701915070774
3,0,left,True,neutral,MS1_duration,0.018198934280639432
3,1,right,True,neutral,MS1_duration,0.018539845758354757
4,0,left,True,neutral,MS1_duration,0.02184491114701131
4,1,right,True,neutral,MS1_duration,0.02278434637801832
5,0,left,True,neutral,MS1_duration,0.011989657401422108
5,1,right,True,neutral,MS1_duration,0.0120690537084399
6,0,left,True,neutral,MS1_duration,0.025130998702983142
6,1,right,True,neutral,MS1_duration,0.02723337679269883
7,0,left,True,neutral,MS1_duration,0.01824107142857143
7,1,right,True,neutral,MS1_duration,0.01985752448797863
8,0,left,True,neutral,MS1_duration,0.017285714285714286
8,1,right,True,neutral,MS1_duration,0.021426183844011144
9,0,left,True,neutral,MS1_duration,0.015779879621668103
9,1,right,True,neutral,MS1_duration,0.015978358881875567
10,0,left,True,neutral,MS1_duration,0.03870112359550562
10,1,right,True,neutral,MS1_duration,0.03970022371364654
11,0,left,True,neutral,MS1_duration,0.02224778761061947
11,1,right,True,neutral,MS1_duration,0.022867841409691635
12,0,left,True,neutral,MS1_duration,0.031358121330724076
12,1,right,True,neutral,MS1_duration,0.03210822060353798
13,0,left,True,neutral,MS1_duration,0.04256556082148499
13,1,right,True,neutral,MS1_duration,0.038757341576506954
14,0,left,True,neutral,MS1_duration,0.019036885245901646
14,1,right,True,neutral,MS1_duration,0.02122672064777328
15,0,left,True,neutral,MS1_duration,0.011670619235836628
15,1,right,True,neutral,MS1_duration,0.01150032195750161
16,0,left,True,neutral,MS1_duration,0.03141554959785523
16,1,right,True,neutral,MS1_duration,0.03442487046632124
17,0,left,True,neutral,MS1_duration,0.022827149321266973
17,1,right,True,neutral,MS1_duration,0.022272300469483572
18,0,left,True,neutral,MS1_duration,0.027437170805116626
18,1,right,True,neutral,MS1_duration,0.027916104868913858
19,0,left,True,neutral,MS1_duration,0.02232139577594123
19,1,right,True,neutral,MS1_duration,0.02161545893719807
20,0,left,True,neutral,MS1_duration,0.05540363636363637
20,1,right,True,neutral,MS1_duration,0.043112160566706026
21,0,left,True,neutral,MS1_duration,0.015040723981900454
21,1,right,True,neutral,MS1_duration,0.01664783427495292
22,0,left,True,neutral,MS1_duration,0.025925759280089992
22,1,right,True,neutral,MS1_duration,0.029395546129374343
23,0,left,True,neutral,MS1_duration,0.016986348122866896
23,1,right,True,neutral,MS1_duration,0.016161616161616165
24,0,left,True,neutral,MS1_duration,0.02840727272727273
24,1,right,True,neutral,MS1_duration,0.024178194607268468
25,0,left,True,neutral,MS1_duration,0.0308086866597725
25,1,right,True,neutral,MS1_duration,0.021493087557603686
26,0,left,True,neutral,MS1_duration,0.03948131868131868
26,1,right,True,neutral,MS1_duration,0.04096846846846848
27,0,left,True,neutral,MS1_duration,0.02177401129943503
27,1,right,True,neutral,MS1_duration,0.02191705069124424
28,0,left,True,neutral,MS1_duration,0.021907482993197284
28,1,right,True,neutral,MS1_duration,0.02185967399007796
29,0,left,True,neutral,MS1_duration,0.011079518072289159
29,1,right,True,neutral,MS1_duration,0.012949494949494952
30,0,left,True,neutral,MS1_duration,0.013942028985507247
30,1,right,True,neutral,MS1_duration,0.01836024844720497
31,0,left,True,neutral,MS1_duration,0.016106044538706257
31,1,right,True,neutral,MS1_duration,0.01661637931034483
32,0,left,True,neutral,MS1_duration,0.016796068796068795
32,1,right,True,neutral,MS1_duration,0.015952662721893492
33,0,left,True,neutral,MS1_duration,0.0142848751835536
33,1,right,True,neutral,MS1_duration,0.014893959731543624
34,0,left,True,neutral,MS1_duration,0.058145966709347
34,1,right,True,neutral,MS1_duration,0.07221772939346813
35,0,left,True,neutral,MS1_duration,0.019296
35,1,right,True,neutral,MS1_duration,0.017395555555555556
36,0,left,True,neutral,MS1_duration,0.03700910273081925
36,1,right,True,neutral,MS1_duration,0.03994557823129252
37,0,left,True,neutral,MS1_duration,0.05398188874514878
37,1,right,True,neutral,MS1_duration,0.06009164420485176
38,0,left,True,neutral,MS1_duration,0.02033955857385399
38,1,right,True,neutral,MS1_duration,0.019658149779735686
39,0,left,True,neutral,MS1_duration,0.022144373673036098
39,1,right,True,neutral,MS1_duration,0.026764578833693306
40,0,left,True,neutral,MS1_duration,0.053369942196531794
40,1,right,True,neutral,MS1_duration,0.04780423280423281
41,0,left,True,neutral,MS1_duration,0.020325878594249204
41,1,right,True,neutral,MS1_duration,0.026796248934356354
42,0,left,True,neutral,MS1_duration,0.029863436123348026
42,1,right,True,neutral,MS1_duration,0.034072131147540985
43,0,left,True,neutral,MS1_duration,0.025878088962108733
43,1,right,True,neutral,MS1_duration,0.03672665534804754
44,0,left,True,neutral,MS1_duration,0.02975438596491228
44,1,right,True,neutral,MS1_duration,0.02693457943925234
45,0,left,True,neutral,MS1_duration,0.02437842323651452
45,1,right,True,neutral,MS1_duration,0.026679054054054054
46,0,left,True,neutral,MS1_duration,0.015720739219712527
46,1,right,True,neutral,MS1_duration,0.016231075697211154
47,0,left,True,neutral,MS1_duration,0.028074146341463418
47,1,right,True,neutral,MS1_duration,0.03072216844143272
48,0,left,True,neutral,MS1_duration,0.03634632034632035
48,1,right,True,neutral,MS1_duration,0.03814452214452215
49,0,left,True,neutral,MS1_duration,0.012013012361743656
49,1,right,True,neutral,MS1_duration,0.012382428940568475
50,0,left,True,neutral,MS1_duration,0.01940133779264214
50,1,right,True,neutral,MS1_duration,0.01902880658436214
1,0,left,True,neutral,MS1_occurrence,11.65
1,1,right,True,neutral,MS1_occurrence,12.1
2,0,left,True,neutral,MS1_occurrence,15.8875
2,1,right,True,neutral,MS1_occurrence,15.0125
3,0,left,True,neutral,MS1_occurrence,14.075
3,1,right,True,neutral,MS1_occurrence,14.5875
4,0,left,True,neutral,MS1_occurrence,15.475
4,1,right,True,neutral,MS1_occurrence,15.0125
5,0,left,True,neutral,MS1_occurrence,19.3375
5,1,right,True,neutral,MS1_occurrence,19.55
6,0,left,True,neutral,MS1_occurrence,9.6375
6,1,right,True,neutral,MS1_occurrence,9.5875
7,0,left,True,neutral,MS1_occurrence,11.2
7,1,right,True,neutral,MS1_occurrence,14.0375
8,0,left,True,neutral,MS1_occurrence,9.8
8,1,right,True,neutral,MS1_occurrence,8.975
9,0,left,True,neutral,MS1_occurrence,14.5375
9,1,right,True,neutral,MS1_occurrence,13.8625
10,0,left,True,neutral,MS1_occurrence,11.125
10,1,right,True,neutral,MS1_occurrence,11.175
11,0,left,True,neutral,MS1_occurrence,11.3
11,1,right,True,neutral,MS1_occurrence,11.35
12,0,left,True,neutral,MS1_occurrence,12.775
12,1,right,True,neutral,MS1_occurrence,12.0125
13,0,left,True,neutral,MS1_occurrence,7.9125
13,1,right,True,neutral,MS1_occurrence,8.0875
14,0,left,True,neutral,MS1_occurrence,12.2
14,1,right,True,neutral,MS1_occurrence,12.35
15,0,left,True,neutral,MS1_occurrence,18.975
15,1,right,True,neutral,MS1_occurrence,19.4125
16,0,left,True,neutral,MS1_occurrence,9.325
16,1,right,True,neutral,MS1_occurrence,9.65
17,0,left,True,neutral,MS1_occurrence,13.8125
17,1,right,True,neutral,MS1_occurrence,13.3125
18,0,left,True,neutral,MS1_occurrence,16.6125
18,1,right,True,neutral,MS1_occurrence,16.6875
19,0,left,True,neutral,MS1_occurrence,13.6125
19,1,right,True,neutral,MS1_occurrence,12.9375
20,0,left,True,neutral,MS1_occurrence,10.3125
20,1,right,True,neutral,MS1_occurrence,10.5875
21,0,left,True,neutral,MS1_occurrence,13.8125
21,1,right,True,neutral,MS1_occurrence,13.275
22,0,left,True,neutral,MS1_occurrence,11.1125
22,1,right,True,neutral,MS1_occurrence,11.7875
23,0,left,True,neutral,MS1_occurrence,14.65
23,1,right,True,neutral,MS1_occurrence,14.85
24,0,left,True,neutral,MS1_occurrence,10.3125
24,1,right,True,neutral,MS1_occurrence,10.6625
25,0,left,True,neutral,MS1_occurrence,12.0875
25,1,right,True,neutral,MS1_occurrence,13.5625
26,0,left,True,neutral,MS1_occurrence,11.375
26,1,right,True,neutral,MS1_occurrence,11.1
27,0,left,True,neutral,MS1_occurrence,13.275
27,1,right,True,neutral,MS1_occurrence,13.5625
28,0,left,True,neutral,MS1_occurrence,18.375
28,1,right,True,neutral,MS1_occurrence,17.6375
29,0,left,True,neutral,MS1_occurrence,10.375
29,1,right,True,neutral,MS1_occurrence,9.9
30,0,left,True,neutral,MS1_occurrence,10.35
30,1,right,True,neutral,MS1_occurrence,10.0625
31,0,left,True,neutral,MS1_occurrence,11.7875
31,1,right,True,neutral,MS1_occurrence,11.6
32,0,left,True,neutral,MS1_occurrence,15.2625
32,1,right,True,neutral,MS1_occurrence,14.7875
33,0,left,True,neutral,MS1_occurrence,17.025
33,1,right,True,neutral,MS1_occurrence,18.625
34,0,left,True,neutral,MS1_occurrence,9.7625
34,1,right,True,neutral,MS1_occurrence,8.0375
35,0,left,True,neutral,MS1_occurrence,10.9375
35,1,right,True,neutral,MS1_occurrence,11.25
36,0,left,True,neutral,MS1_occurrence,9.6125
36,1,right,True,neutral,MS1_occurrence,9.1875
37,0,left,True,neutral,MS1_occurrence,9.6625
37,1,right,True,neutral,MS1_occurrence,9.275
38,0,left,True,neutral,MS1_occurrence,14.725
38,1,right,True,neutral,MS1_occurrence,14.1875
39,0,left,True,neutral,MS1_occurrence,11.775
39,1,right,True,neutral,MS1_occurrence,11.575
40,0,left,True,neutral,MS1_occurrence,8.65
40,1,right,True,neutral,MS1_occurrence,9.45
41,0,left,True,neutral,MS1_occurrence,15.65
41,1,right,True,neutral,MS1_occurrence,14.6625
42,0,left,True,neutral,MS1_occurrence,11.35
42,1,right,True,neutral,MS1_occurrence,11.4375
43,0,left,True,neutral,MS1_occurrence,7.5875
43,1,right,True,neutral,MS1_occurrence,7.3625
44,0,left,True,neutral,MS1_occurrence,14.9625
44,1,right,True,neutral,MS1_occurrence,16.05
45,0,left,True,neutral,MS1_occurrence,15.0625
45,1,right,True,neutral,MS1_occurrence,14.8
46,0,left,True,neutral,MS1_occurrence,12.175
46,1,right,True,neutral,MS1_occurrence,12.55
47,0,left,True,neutral,MS1_occurrence,12.8125
47,1,right,True,neutral,MS1_occurrence,12.9125
48,0,left,True,neutral,MS1_occurrence,11.55
48,1,right,True,neutral,MS1_occurrence,10.725
49,0,left,True,neutral,MS1_occurrence,19.2125
49,1,right,True,neutral,MS1_occurrence,19.35
50,0,left,True,neutral,MS1_occurrence,14.95
50,1,right,True,neutral,MS1_occurrence,15.1875
1,0,left,True,neutral,MS1_coverage,0.4706
1,1,right,True,neutral,MS1_coverage,0.4095
2,0,left,True,neutral,MS1_coverage,0.336
2,1,right,True,neutral,MS1_coverage,0.34165
3,0,left,True,neutral,MS1_coverage,0.25615
3,1,right,True,neutral,MS1_coverage,0.27045
4,0,left,True,neutral,MS1_coverage,0.33805
4,1,right,True,neutral,MS1_coverage,0.34205
5,0,left,True,neutral,MS1_coverage,0.23185
5,1,right,True,neutral,MS1_coverage,0.23595
6,0,left,True,neutral,MS1_coverage,0.2422
6,1,right,True,neutral,MS1_coverage,0.2611
7,0,left,True,neutral,MS1_coverage,0.2043
7,1,right,True,neutral,MS1_coverage,0.27875
8,0,left,True,neutral,MS1_coverage,0.1694
8,1,right,True,neutral,MS1_coverage,0.1923
9,0,left,True,neutral,MS1_coverage,0.2294
9,1,right,True,neutral,MS1_coverage,0.2215
10,0,left,True,neutral,MS1_coverage,0.43055
10,1,right,True,neutral,MS1_coverage,0.44365
11,0,left,True,neutral,MS1_coverage,0.2514
11,1,right,True,neutral,MS1_coverage,0.25955
12,0,left,True,neutral,MS1_coverage,0.4006
12,1,right,True,neutral,MS1_coverage,0.3857
13,0,left,True,neutral,MS1_coverage,0.3368
13,1,right,True,neutral,MS1_coverage,0.31345
14,0,left,True,neutral,MS1_coverage,0.23225
14,1,right,True,neutral,MS1_coverage,0.26215
15,0,left,True,neutral,MS1_coverage,0.22145
15,1,right,True,neutral,MS1_coverage,0.22325
