band,feature,family,n_subjects,mean_difference_right_minus_left,mean_subject_hedges_g,bootstrap_ci_low,bootstrap_ci_high,wilcoxon_stat,wilcoxon_p,bh_q,correction
13-20Hz,logbp_FT7,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.001885186374590086,-0.02116972987065556,-0.03963475255661337,0.036649831950626655,617.0,0.8482444441392172,0.9111564812818536,BH across all channel x band and prespecified homologous/asymmetry cohort tests
13-20Hz,logbp_FT8,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.0036643597139856365,-0.0009245704740200794,-0.03967728060477711,0.0325446391301406,604.0,0.7521534307154649,0.8696774042647564,BH across all channel x band and prespecified homologous/asymmetry cohort tests
13-20Hz,logbp_Cz,channel_x_band_and_prespecified_homologous_asymmetry,50,0.013700150960974726,0.06511936168774984,-0.024689716399900464,0.05127307030773993,536.0,0.3325668996889135,0.6423327145775528,BH across all channel x band and prespecified homologous/asymmetry cohort tests
13-20Hz,logbp_C3,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.01221901740086762,-0.05181272749759788,-0.05429214523514401,0.028809474417249167,550.0,0.4042577575813002,0.6877028519773843,BH across all channel x band and prespecified homologous/asymmetry cohort tests
13-20Hz,logbp_C4,channel_x_band_and_prespecified_homologous_asymmetry,50,0.03714393568442638,0.08561156511662073,-0.005597783352429336,0.07797736094694563,443.0,0.060701401498306495,0.42780035341663625,BH across all channel x band and prespecified homologous/asymmetry cohort tests
13-20Hz,logbp_T3,channel_x_band_and_prespecified_homologous_asymmetry,50,0.005892129107451533,-0.016820425676304956,-0.026787338200117503,0.04000328237258869,614.0,0.8258163298101913,0.9111564812818536,BH across all channel x band and prespecified homologous/asymmetry cohort tests
13-20Hz,logbp_T4,channel_x_band_and_prespecified_homologous_asymmetry,50,0.013330669860162308,0.042879792686624986,-0.010501775662066355,0.03759169951618561,513.0,0.23352895058251377,0.614409417703942,BH across all channel x band and prespecified homologous/asymmetry cohort tests
13-20Hz,logbp_CP3,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.018799901313125957,-0.08401267285340339,-0.06598593333352482,0.031535667021498556,530.0,0.3044806608698192,0.6423327145775528,BH across all channel x band and prespecified homologous/asymmetry cohort tests
13-20Hz,logbp_CP4,channel_x_band_and_prespecified_homologous_asymmetry,50,0.04872587336417082,0.13430464640991605,0.006161855683602061,0.09051601306863223,365.0,0.00784436585604098,0.1594940335816748,BH across all channel x band and prespecified homologous/asymmetry cohort tests
13-20Hz,logbp_TP7,channel_x_band_and_prespecified_homologous_asymmetry,50,0.00660375655812632,0.013105770913249269,-0.02561458957374572,0.03878868361837194,599.0,0.7160933233749613,0.854692031124954,BH across all channel x band and prespecified homologous/asymmetry cohort tests
13-20Hz,logbp_TP8,channel_x_band_and_prespecified_homologous_asymmetry,50,0.00879163256746347,0.016115644413070052,-0.02598389624256144,0.04486919140222339,626.0,0.916185835362695,0.9416354419005477,BH across all channel x band and prespecified homologous/asymmetry cohort tests
13-20Hz,logbp_Pz,channel_x_band_and_prespecified_homologous_asymmetry,50,0.014149484222635915,0.019896780204567914,-0.023280604591111743,0.0503409561927172,567.0,0.5024899674262855,0.7726470695599094,BH across all channel x band and prespecified homologous/asymmetry cohort tests
13-20Hz,logbp_P3,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.016903387208466895,-0.058682566927049706,-0.05590543723687538,0.019346878562354536,570.0,0.5210251168620434,0.7726470695599094,BH across all channel x band and prespecified homologous/asymmetry cohort tests
13-20Hz,logbp_P4,channel_x_band_and_prespecified_homologous_asymmetry,50,0.038329164289579526,0.10558335221746307,0.0013276224858036843,0.07556847581357566,465.0,0.09709384967839618,0.5126338339323566,BH across all channel x band and prespecified homologous/asymmetry cohort tests
13-20Hz,logbp_T5,channel_x_band_and_prespecified_homologous_asymmetry,50,0.017232098312659677,0.025236522220726962,-0.02337754908352116,0.05891291068047564,522.0,0.2695104487517437,0.6423327145775528,BH across all channel x band and prespecified homologous/asymmetry cohort tests
13-20Hz,logbp_T6,channel_x_band_and_prespecified_homologous_asymmetry,50,0.022102350164447494,0.041742014243058005,-0.01639627617127479,0.062235015439741054,563.0,0.47831983611594175,0.761197158550101,BH across all channel x band and prespecified homologous/asymmetry cohort tests
13-20Hz,logbp_Oz,channel_x_band_and_prespecified_homologous_asymmetry,50,0.024917523110015032,0.07794274784865646,-0.022868463335164717,0.07197050229795166,506.0,0.20795951830847592,0.6081724450413836,BH across all channel x band and prespecified homologous/asymmetry cohort tests
13-20Hz,logbp_O1,channel_x_band_and_prespecified_homologous_asymmetry,50,0.005550860772615649,0.0021061989199113785,-0.03082345324433817,0.04161491045636119,618.0,0.8557483168795788,0.9111564812818536,BH across all channel x band and prespecified homologous/asymmetry cohort tests
13-20Hz,logbp_O2,channel_x_band_and_prespecified_homologous_asymmetry,50,0.02925319713682663,0.07601491139744214,-0.0067656361505263685,0.06524454622496477,459.0,0.0857934137886982,0.5078970096290933,BH across all channel x band and prespecified homologous/asymmetry cohort tests
13-20Hz,asym_C3_C4,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.049362953085293954,-0.14112380927026338,-0.08899410886565023,-0.009670979906862411,439.0,0.055465717070337206,0.42780035341663625,BH across all channel x band and prespecified homologous/asymmetry cohort tests
13-20Hz,asym_FC3_FC4,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.010926644382020552,-0.028857210665150852,-0.04765975074503305,0.025645507748509756,580.0,0.5852066143769612,0.7873688993435478,BH across all channel x band and prespecified homologous/asymmetry cohort tests
13-20Hz,asym_CP3_CP4,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.06752577467729683,-0.19346173123022176,-0.1132222393164887,-0.02166784040432292,356.0,0.00594215911497642,0.1594940335816748,BH across all channel x band and prespecified homologous/asymmetry cohort tests
13-20Hz,asym_P3_P4,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.05523255149804633,-0.15923563888967462,-0.09386316806147399,-0.016752934016340534,348.0,0.004606102327862516,0.1594940335816748,BH across all channel x band and prespecified homologous/asymmetry cohort tests
13-20Hz,hand_by_hemisphere_C3_C4,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.049362953085293954,-0.14112380927026338,-0.09040676666541421,-0.009338005999781027,439.0,0.055465717070337206,0.42780035341663625,BH across all channel x band and prespecified homologous/asymmetry cohort tests
13-20Hz,hand_by_hemisphere_FC3_FC4,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.010926644382020552,-0.028857210665150852,-0.046793259461148325,0.02518739867025059,580.0,0.5852066143769612,0.7873688993435478,BH across all channel x band and prespecified homologous/asymmetry cohort tests
13-20Hz,hand_by_hemisphere_CP3_CP4,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.06752577467729683,-0.19346173123022176,-0.11283794771143331,-0.021737521539527804,356.0,0.00594215911497642,0.1594940335816748,BH across all channel x band and prespecified homologous/asymmetry cohort tests
13-20Hz,hand_by_hemisphere_P3_P4,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.05523255149804633,-0.15923563888967462,-0.09382064408233218,-0.015737430925276907,348.0,0.004606102327862516,0.1594940335816748,BH across all channel x band and prespecified homologous/asymmetry cohort tests
20-30Hz,logbp_Fp1,channel_x_band_and_prespecified_homologous_asymmetry,50,0.008837082594282043,0.02768007510889446,-0.02630103767416097,0.04383212446308096,588.0,0.6390094850461736,0.8014695236172347,BH across all channel x band and prespecified homologous/asymmetry cohort tests
20-30Hz,logbp_Fp2,channel_x_band_and_prespecified_homologous_asymmetry,50,0.02581669974132453,0.08955743874639228,-0.006865966308082419,0.05970691318131676,439.0,0.055465717070337206,0.42780035341663625,BH across all channel x band and prespecified homologous/asymmetry cohort tests
20-30Hz,logbp_Fz,channel_x_band_and_prespecified_homologous_asymmetry,50,0.03050711005653553,0.07993169543815194,0.0006450891679768982,0.06032685232169088,427.0,0.04193213473556767,0.42780035341663625,BH across all channel x band and prespecified homologous/asymmetry cohort tests
20-30Hz,logbp_F3,channel_x_band_and_prespecified_homologous_asymmetry,50,0.016029185690921467,0.03885641393136623,-0.02737063730329416,0.05601371185719538,470.0,0.10737600575610173,0.5126338339323566,BH across all channel x band and prespecified homologous/asymmetry cohort tests
20-30Hz,logbp_F4,channel_x_band_and_prespecified_homologous_asymmetry,50,0.020545000502973275,0.05595999373856718,-0.019646983336243044,0.05878129064187105,490.0,0.15714035289247086,0.5168171606241264,BH across all channel x band and prespecified homologous/asymmetry cohort tests
20-30Hz,logbp_F7,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.0013690670130260395,-0.00234743180692067,-0.048319889450078195,0.04132747682068893,548.0,0.39349457563481494,0.6851434963994425,BH across all channel x band and prespecified homologous/asymmetry cohort tests
20-30Hz,logbp_F8,channel_x_band_and_prespecified_homologous_asymmetry,50,0.0022169128563171102,0.037377145810777446,-0.034951561254628866,0.03772291316549816,619.0,0.8632650227005474,0.9125944525691501,BH across all channel x band and prespecified homologous/asymmetry cohort tests
20-30Hz,logbp_FCz,channel_x_band_and_prespecified_homologous_asymmetry,50,0.023270819491988587,0.07368896518650446,-0.009973597756115326,0.057017477086692345,488.0,0.1515030570827971,0.5168171606241264,BH across all channel x band and prespecified homologous/asymmetry cohort tests
20-30Hz,logbp_FC3,channel_x_band_and_prespecified_homologous_asymmetry,50,0.006443346469678741,0.01614730524609288,-0.04651034830246699,0.05304278815523319,517.0,0.24908489906916564,0.614409417703942,BH across all channel x band and prespecified homologous/asymmetry cohort tests
20-30Hz,logbp_FC4,channel_x_band_and_prespecified_homologous_asymmetry,50,0.01126992340284142,0.03328872268510256,-0.03461640335031648,0.05681094838799904,561.0,0.46647302992520423,0.761197158550101,BH across all channel x band and prespecified homologous/asymmetry cohort tests
20-30Hz,logbp_FT7,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.0009374994645177392,0.007102035093977935,-0.05073574549459674,0.042694307084163094,535.0,0.32777522027848605,0.6423327145775528,BH across all channel x band and prespecified homologous/asymmetry cohort tests
20-30Hz,logbp_FT8,channel_x_band_and_prespecified_homologous_asymmetry,50,0.006518156626201399,0.02940652704221323,-0.03280755237607158,0.04567184710279883,605.0,0.7594325529338448,0.8712869599551087,BH across all channel x band and prespecified homologous/asymmetry cohort tests
20-30Hz,logbp_Cz,channel_x_band_and_prespecified_homologous_asymmetry,50,0.021363026359934097,0.061292507800330576,-0.02321380208456908,0.06479977944516735,530.0,0.3044806608698192,0.6423327145775528,BH across all channel x band and prespecified homologous/asymmetry cohort tests
20-30Hz,logbp_C3,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.01320741667261658,-0.024142710078694386,-0.0667896999557885,0.03273529757279243,616.0,0.8407540567937097,0.9111564812818536,BH across all channel x band and prespecified homologous/asymmetry cohort tests
20-30Hz,logbp_C4,channel_x_band_and_prespecified_homologous_asymmetry,50,0.01924713594856004,0.043677020961646634,-0.029426030639107575,0.06527418167216656,539.0,0.34720687274462314,0.6423327145775528,BH across all channel x band and prespecified homologous/asymmetry cohort tests
20-30Hz,logbp_T3,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.0222185012212406,-0.05638497089778764,-0.06938634752575928,0.019252425417492613,591.0,0.6596977023333945,0.8136271662111867,BH across all channel x band and prespecified homologous/asymmetry cohort tests
20-30Hz,logbp_T4,channel_x_band_and_prespecified_homologous_asymmetry,50,0.014340664758481303,0.06978128439523862,-0.024789024228610467,0.05111091761794715,532.0,0.31366564109611517,0.6423327145775528,BH across all channel x band and prespecified homologous/asymmetry cohort tests
20-30Hz,logbp_CP3,channel_x_band_and_prespecified_homologous_asymmetry,50,0.012596796349022726,0.02467601095002935,-0.033403948254901006,0.057480323460111164,500.0,0.18768390417341507,0.5786920378680298,BH across all channel x band and prespecified homologous/asymmetry cohort tests
20-30Hz,logbp_CP4,channel_x_band_and_prespecified_homologous_asymmetry,50,0.029627780967043448,0.08372976386743253,-0.01789618356501872,0.07623836562111946,481.0,0.1329605561585705,0.5168171606241264,BH across all channel x band and prespecified homologous/asymmetry cohort tests
20-30Hz,logbp_TP7,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.017619992189694553,-0.06799952852664032,-0.05920374370295897,0.01865314044793383,575.0,0.5526669770606443,0.7806366437041543,BH across all channel x band and prespecified homologous/asymmetry cohort tests
20-30Hz,logbp_TP8,channel_x_band_and_prespecified_homologous_asymmetry,50,0.013265044441736073,0.020014594584230844,-0.029341556370408965,0.05470210406135077,527.0,0.2910353177271219,0.6423327145775528,BH across all channel x band and prespecified homologous/asymmetry cohort tests
20-30Hz,logbp_Pz,channel_x_band_and_prespecified_homologous_asymmetry,50,0.049726866564722166,0.12741216428425087,0.01293303190724195,0.08767438157944356,359.0,0.006525205201144857,0.1594940335816748,BH across all channel x band and prespecified homologous/asymmetry cohort tests
20-30Hz,logbp_P3,channel_x_band_and_prespecified_homologous_asymmetry,50,0.011027735837877313,0.030349964014807555,-0.02142658834398972,0.04181912255132242,516.0,0.24513084584396871,0.614409417703942,BH across all channel x band and prespecified homologous/asymmetry cohort tests
20-30Hz,logbp_P4,channel_x_band_and_prespecified_homologous_asymmetry,50,0.03165807551521699,0.07716082555591919,-0.0040872155307975465,0.06928570517392638,478.0,0.1255634661063354,0.5168171606241264,BH across all channel x band and prespecified homologous/asymmetry cohort tests
20-30Hz,logbp_T5,channel_x_band_and_prespecified_homologous_asymmetry,50,0.007274895935705679,-0.01817205584375062,-0.029245675806654787,0.04433376199588876,621.0,0.878334307774896,0.9219395570970538,BH across all channel x band and prespecified homologous/asymmetry cohort tests
20-30Hz,logbp_T6,channel_x_band_and_prespecified_homologous_asymmetry,50,0.02259793230301451,0.057956747815485946,-0.01789277221033789,0.06188293998750291,459.0,0.0857934137886982,0.5078970096290933,BH across all channel x band and prespecified homologous/asymmetry cohort tests
20-30Hz,logbp_Oz,channel_x_band_and_prespecified_homologous_asymmetry,50,0.017147589107716778,0.036476601391851715,-0.023857345107354978,0.05578902569809655,542.0,0.3622430237473182,0.6538044818854036,BH across all channel x band and prespecified homologous/asymmetry cohort tests
20-30Hz,logbp_O1,channel_x_band_and_prespecified_homologous_asymmetry,50,0.020080869733800504,0.06149410768767482,-0.012264426204784,0.05282034273298341,528.0,0.2954728324166016,0.6423327145775528,BH across all channel x band and prespecified homologous/asymmetry cohort tests
20-30Hz,logbp_O2,channel_x_band_and_prespecified_homologous_asymmetry,50,0.014637247579035124,0.03171285153963544,-0.02456599860481488,0.051764018151797084,500.0,0.18768390417341507,0.5786920378680298,BH across all channel x band and prespecified homologous/asymmetry cohort tests
20-30Hz,asym_C3_C4,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.03245455262117672,-0.09872629927670688,-0.06712277960530698,0.0020169776491131427,479.0,0.12799334338745183,0.5168171606241264,BH across all channel x band and prespecified homologous/asymmetry cohort tests
20-30Hz,asym_FC3_FC4,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.004826576933162712,-0.022977611674065486,-0.039878532476843906,0.030901544320041587,587.0,0.6321732707310517,0.7996721715230397,BH across all channel x band and prespecified homologous/asymmetry cohort tests
20-30Hz,asym_CP3_CP4,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.017030984618020727,-0.059597418273015706,-0.05725290414588097,0.019726733927152313,571.0,0.5272794190915597,0.7726470695599094,BH across all channel x band and prespecified homologous/asymmetry cohort tests
20-30Hz,asym_P3_P4,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.02063033967733971,-0.06903172639736238,-0.04717886336662376,0.0051283978059336694,511.0,0.2260100302518655,0.6081724450413836,BH across all channel x band and prespecified homologous/asymmetry cohort tests
20-30Hz,hand_by_hemisphere_C3_C4,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.03245455262117672,-0.09872629927670688,-0.06791369339258264,0.0017458324279241665,479.0,0.12799334338745183,0.5168171606241264,BH across all channel x band and prespecified homologous/asymmetry cohort tests
20-30Hz,hand_by_hemisphere_FC3_FC4,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.004826576933162712,-0.022977611674065486,-0.041648134805307456,0.03216903809106364,587.0,0.6321732707310517,0.7996721715230397,BH across all channel x band and prespecified homologous/asymmetry cohort tests
20-30Hz,hand_by_hemisphere_CP3_CP4,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.017030984618020727,-0.059597418273015706,-0.05785758194570463,0.020617604933829074,571.0,0.5272794190915597,0.7726470695599094,BH across all channel x band and prespecified homologous/asymmetry cohort tests
20-30Hz,hand_by_hemisphere_P3_P4,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.02063033967733971,-0.06903172639736238,-0.04831320153845954,0.005577132095021538,511.0,0.2260100302518655,0.6081724450413836,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-12Hz,logbp_Fp1,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.007532073124915606,-0.021474121048848823,-0.053471922269928814,0.042075843312221535,575.0,0.5526669770606443,0.7806366437041543,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-12Hz,logbp_Fp2,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.002348864500060912,-0.01804116578597787,-0.044041958716956375,0.03989984072646012,565.0,0.49032624846387485,0.7720030294963135,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-12Hz,logbp_Fz,channel_x_band_and_prespecified_homologous_asymmetry,50,0.02869613013738678,0.038996854384920024,-0.016148521011754877,0.07297296410239716,523.0,0.27372721377670217,0.6423327145775528,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-12Hz,logbp_F3,channel_x_band_and_prespecified_homologous_asymmetry,50,0.012811323740286899,0.005513957199923628,-0.030600732725585222,0.05737568953359151,622.0,0.8858855663449852,0.9233173508384351,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-12Hz,logbp_F4,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.0026867997443979063,0.009632986738375987,-0.04722810929224082,0.04012420255211474,606.0,0.766732668436843,0.872895653297329,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-12Hz,logbp_F7,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.02453179246235597,-0.026178486598016342,-0.06954629276863906,0.019245235718150948,538.0,0.3422827758111566,0.6423327145775528,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-12Hz,logbp_F8,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.04271758873151406,-0.0762948599238025,-0.09039632780609566,0.0064157888833557995,489.0,0.15430250303892734,0.5168171606241264,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-12Hz,logbp_FCz,channel_x_band_and_prespecified_homologous_asymmetry,50,0.017207458409689,0.018526648741344992,-0.02298682170451996,0.05745490683636554,543.0,0.3673427625704484,0.6550208296436911,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-12Hz,logbp_FC3,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.00430118285232155,-0.010915760943978748,-0.05046014880872635,0.04290455739883274,604.0,0.7521534307154649,0.8696774042647564,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-12Hz,logbp_FC4,channel_x_band_and_prespecified_homologous_asymmetry,50,0.00463747838911496,0.028214633443481105,-0.042038901988473154,0.04985727389728426,598.0,0.7089524432753507,0.8530484683313163,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-12Hz,logbp_FT7,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.016928636878601543,-0.036476876860689206,-0.05764984043005277,0.024743515257663936,539.0,0.34720687274462314,0.6423327145775528,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-12Hz,logbp_FT8,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.04290229735336723,-0.06818153171231034,-0.10294107519317565,0.008668801719422217,508.0,0.215052456193769,0.6081724450413836,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-12Hz,logbp_Cz,channel_x_band_and_prespecified_homologous_asymmetry,50,0.024975997498805427,0.04730130932403911,-0.013401875801574335,0.06224863481726306,482.0,0.13549845162767582,0.5168171606241264,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-12Hz,logbp_C3,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.009678253014356906,-0.03799867783526331,-0.0565568736452038,0.03998457377219733,563.0,0.47831983611594175,0.761197158550101,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-12Hz,logbp_C4,channel_x_band_and_prespecified_homologous_asymmetry,50,0.01924828130512298,0.021533159999112504,-0.027305004801926745,0.06423430823085666,531.0,0.30905100446984335,0.6423327145775528,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-12Hz,logbp_T3,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.03257048768057887,-0.08178046826352178,-0.06943953153032711,0.0052734368942119105,448.0,0.06780369678404519,0.4561339601835767,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-12Hz,logbp_T4,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.00928859243997329,-0.015094827447267877,-0.048510764216667245,0.030184563722176854,596.0,0.6947463342363385,0.8428070284178533,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-12Hz,logbp_CP3,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.022676676813080023,-0.06709182332582986,-0.07594247332811392,0.03275447052918262,567.0,0.5024899674262855,0.7726470695599094,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-12Hz,logbp_CP4,channel_x_band_and_prespecified_homologous_asymmetry,50,0.021191984605531546,0.028343846980050193,-0.026918907571536737,0.06759529925311537,549.0,0.3988547028530327,0.6864011165377772,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-12Hz,logbp_TP7,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.012923653656423784,-0.03802376828334221,-0.05611393450966722,0.03239071092705571,528.0,0.2954728324166016,0.6423327145775528,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-12Hz,logbp_TP8,channel_x_band_and_prespecified_homologous_asymmetry,50,0.0110327656646436,0.006966393634220496,-0.027821965579518465,0.050953615178376724,618.0,0.8557483168795788,0.9111564812818536,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-12Hz,logbp_Pz,channel_x_band_and_prespecified_homologous_asymmetry,50,0.017960134168399474,0.034671745612365405,-0.025632053412220634,0.0612779494157016,523.0,0.27372721377670217,0.6423327145775528,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-12Hz,logbp_P3,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.02769175593152001,-0.0779062014379476,-0.07845160974090681,0.023788797109789324,517.0,0.24908489906916564,0.614409417703942,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-12Hz,logbp_P4,channel_x_band_and_prespecified_homologous_asymmetry,50,0.031573890171342114,0.06836487926931728,-0.018584756821064682,0.07872960352440102,489.0,0.15430250303892734,0.5168171606241264,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-12Hz,logbp_T5,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.002719280189873976,-0.03299732901873514,-0.056108111246754674,0.05156437166965759,608.0,0.7813934753886187,0.8827956821184394,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-12Hz,logbp_T6,channel_x_band_and_prespecified_homologous_asymmetry,50,0.034801179204354146,0.04374651237541047,-0.014164405506678515,0.08236089936803483,532.0,0.31366564109611517,0.6423327145775528,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-12Hz,logbp_Oz,channel_x_band_and_prespecified_homologous_asymmetry,50,0.02170654324910329,0.048811507877867887,-0.01993857827612362,0.06171479196545127,483.0,0.13807290852462017,0.5168171606241264,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-12Hz,logbp_O1,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.01024558358380446,-0.027689966182245934,-0.04999468070435428,0.025836158112947805,604.0,0.7521534307154649,0.8696774042647564,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-12Hz,logbp_O2,channel_x_band_and_prespecified_homologous_asymmetry,50,0.039162720892635644,0.06940077697049092,-0.006010469051502166,0.08277909287540512,464.0,0.09513333936720869,0.5126338339323566,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-12Hz,asym_C3_C4,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.02892653431947987,-0.06152775436230001,-0.06719673263958756,0.009800896519144625,470.0,0.10737600575610173,0.5126338339323566,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-12Hz,asym_FC3_FC4,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.008938661241436566,-0.029721887490700642,-0.04991304805646387,0.032708522357297966,576.0,0.559104623193516,0.7806366437041543,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-12Hz,asym_CP3_CP4,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.04386866141861168,-0.0934658343330842,-0.0935725824619632,0.004804927808180318,485.0,0.14333259515310637,0.5168171606241264,BH across all channel x band and prespecified homologous/asymmetry cohort tests
