subject_id,band,feature,family,mean_left,mean_right,difference_right_minus_left,hedges_g,cliff_rank_biserial,bootstrap_ci_low,bootstrap_ci_high,permutation_p,bh_q,correction
1,13-20Hz,asym_CP3_CP4,asymmetry,0.2313765783780431,0.02089886862359009,-0.210477709754453,-0.6555479726655514,-0.36,-1.3636396782176958,-0.05407325670742491,0.04897551224387806,0.1592537064800933,BH within subject x band x declared family
1,13-20Hz,asym_P3_P4,asymmetry,-0.0905975344642757,-0.030533890164981592,0.0600636442992941,0.24286699249052524,0.15999999999999992,-0.35868867101791435,0.8946632905375426,0.4382808595702149,0.4382808595702149,BH within subject x band x declared family
1,13-20Hz,motor13_left,motor13_summary,-0.5279649826804311,-0.688550615317249,-0.1605856326368179,-0.4275921264438547,-0.18999999999999995,-0.9615027882828062,0.17693944229659822,0.1934032983508246,0.5297351324337831,BH within subject x band x declared family
1,13-20Hz,motor13_right,motor13_summary,-0.615534310181804,-0.6473798767431196,-0.03184556656131554,-0.10512720375978798,0.050000000000000044,-0.656320106094303,0.6228431060770578,0.7421289355322339,0.7421289355322339,BH within subject x band x declared family
1,13-20Hz,motor13_midline,motor13_summary,-0.40177703677839266,-0.47721498199901535,-0.07543794522062269,-0.2594525314618021,-0.12,-0.885461586062738,0.35916562770150384,0.39730134932533734,0.5297351324337831,BH within subject x band x declared family
1,13-20Hz,motor13_global,motor13_summary,-0.5325251980497195,-0.6239459543306838,-0.09142075628096424,-0.3144465467529118,-0.09999999999999998,-0.8375995502448644,0.3154349739996026,0.3353323338330835,0.5297351324337831,BH within subject x band x declared family
1,13-20Hz,hand_by_hemisphere_C3_C4,hand_by_hemisphere,0.2148739279428915,0.03291785699458138,-0.18195607094831012,-0.5006120300042111,-0.32499999999999996,-1.293438858665815,0.11901835990542824,0.12493753123438281,0.16658337497917708,BH within subject x band x declared family
1,13-20Hz,hand_by_hemisphere_FC3_FC4,hand_by_hemisphere,-0.002329078438774146,-0.21887768941527766,-0.21654861097650352,-0.4935742894888617,-0.29500000000000004,-1.201543791450803,0.10274931608316192,0.1199400299850075,0.16658337497917708,BH within subject x band x declared family
1,13-20Hz,hand_by_hemisphere_CP3_CP4,hand_by_hemisphere,0.2313765783780431,0.02089886862359009,-0.210477709754453,-0.6555479726655514,-0.36,-1.4042533339305434,-0.07151665496514105,0.04847576211894053,0.16658337497917708,BH within subject x band x declared family
1,13-20Hz,hand_by_hemisphere_P3_P4,hand_by_hemisphere,-0.0905975344642757,-0.030533890164981592,0.0600636442992941,0.24286699249052524,0.15999999999999992,-0.3623787520121264,0.9049079269147353,0.4237881059470265,0.4237881059470265,BH within subject x band x declared family
1,20-30Hz,logbp_C3,channel_power,-0.8078048852727486,-1.0293795776626864,-0.22157469238993777,-0.341206390387907,-0.040000000000000036,-0.7580362400268421,0.3809598548769881,0.3023488255872064,0.6376811594202898,BH within subject x band x declared family
1,20-30Hz,logbp_C4,channel_power,-0.6191517564583497,-0.7231914286344164,-0.10403967217606669,-0.33090778171501495,-0.08999999999999997,-0.8263102987230863,0.31809942002025965,0.3188405797101449,0.6376811594202898,BH within subject x band x declared family
1,20-30Hz,logbp_CP3,channel_power,-1.06249534713927,-1.1237791030870765,-0.06128375594780655,-0.14281203215660027,0.07499999999999996,-0.6295633811890888,0.6597084532519294,0.6911544227886057,0.6911544227886057,BH within subject x band x declared family
1,20-30Hz,logbp_CP4,channel_power,-0.9678821467155838,-1.0115344370215869,-0.04365229030600304,-0.14367465068292481,0.06499999999999995,-0.6887459864513347,0.5635145474399922,0.6581709145427287,0.6911544227886057,BH within subject x band x declared family
1,20-30Hz,logbp_FC3,channel_power,-0.55938938636632,-0.8725438679853876,-0.31315448161906767,-0.4247057744794714,-0.125,-0.8508370303123751,0.2073863184343614,0.19590204897551225,0.6376811594202898,BH within subject x band x declared family
1,20-30Hz,logbp_FC4,channel_power,-0.11854754623756655,-0.30833918618660516,-0.1897916399490386,-0.47904965940657923,-0.26,-1.046134934732753,0.11479882793924716,0.13343328335832083,0.6376811594202898,BH within subject x band x declared family
1,20-30Hz,logbp_P3,channel_power,-1.0102824507848887,-1.0739723142739934,-0.06368986348910477,-0.23513005030217815,-0.06499999999999995,-0.7881090698887105,0.4131407936674505,0.4737631184407796,0.6911544227886057,BH within subject x band x declared family
1,20-30Hz,logbp_P4,channel_power,-0.6151646057217297,-0.6622590289882345,-0.047094423266504815,-0.15191191283968863,-0.10499999999999998,-0.782825917109983,0.44959947556749535,0.6291854072963519,0.6911544227886057,BH within subject x band x declared family
1,20-30Hz,asym_C3_C4,asymmetry,-0.18865312881439866,-0.3061881490282698,-0.11753502021387113,-0.2752521817756944,-0.04500000000000004,-0.7557559438875326,0.4053194379313998,0.39580209895052476,0.8565717141429285,BH within subject x band x declared family
1,20-30Hz,asym_FC3_FC4,asymmetry,-0.4408418401287534,-0.5642046817987826,-0.1233628416700292,-0.24592832595894426,0.014999999999999902,-0.76294722462536,0.4319336000185097,0.46526736631684157,0.8565717141429285,BH within subject x band x declared family
1,20-30Hz,asym_CP3_CP4,asymmetry,-0.09461320042368608,-0.11224466606548958,-0.017631465641803498,-0.061195232667526314,0.02499999999999991,-0.6314198629633596,0.6154398795828483,0.8565717141429285,0.8565717141429285,BH within subject x band x declared family
1,20-30Hz,asym_P3_P4,asymmetry,-0.39511784506315883,-0.4117132852857587,-0.016595440222599844,-0.07538073873285298,-0.04500000000000004,-0.7253794722242518,0.5468984117692574,0.8035982008995503,0.8565717141429285,BH within subject x band x declared family
1,20-30Hz,motor13_left,motor13_summary,-0.7319517798055817,-0.9129875658942945,-0.18103578608871285,-0.3531472916946524,-0.10499999999999998,-0.8000796193449226,0.3128907672562884,0.2868565717141429,0.45377311344327836,BH within subject x band x declared family
1,20-30Hz,motor13_right,motor13_summary,-0.46547019341259466,-0.5841176087393304,-0.11864741532673573,-0.3789057747701086,-0.10999999999999999,-0.8725167895127525,0.2292652127743428,0.24237881059470265,0.45377311344327836,BH within subject x band x declared family
1,20-30Hz,motor13_midline,motor13_summary,-0.680195374540731,-0.6849864595777156,-0.004791085036984666,-0.01257721942388485,0.03499999999999992,-0.5856447865982245,0.6936799135744589,0.9730134932533733,0.9730134932533733,BH within subject x band x declared family
1,20-30Hz,motor13_global,motor13_summary,-0.6175150761317749,-0.7338834809154824,-0.11636840478370747,-0.3120074950538527,-0.06499999999999995,-0.7840916266256976,0.37821856960369765,0.3403298350824588,0.45377311344327836,BH within subject x band x declared family
1,20-30Hz,hand_by_hemisphere_C3_C4,hand_by_hemisphere,-0.18865312881439866,-0.3061881490282698,-0.11753502021387113,-0.2752521817756944,-0.04500000000000004,-0.7471983344133586,0.408571118109897,0.41529235382308843,0.8425787106446777,BH within subject x band x declared family
1,20-30Hz,hand_by_hemisphere_FC3_FC4,hand_by_hemisphere,-0.4408418401287534,-0.5642046817987826,-0.1233628416700292,-0.24592832595894426,0.014999999999999902,-0.7778591722042696,0.44854786183511886,0.4482758620689655,0.8425787106446777,BH within subject x band x declared family
1,20-30Hz,hand_by_hemisphere_CP3_CP4,hand_by_hemisphere,-0.09461320042368608,-0.11224466606548958,-0.017631465641803498,-0.061195232667526314,0.02499999999999991,-0.6534754758828898,0.623767924818678,0.8425787106446777,0.8425787106446777,BH within subject x band x declared family
1,20-30Hz,hand_by_hemisphere_P3_P4,hand_by_hemisphere,-0.39511784506315883,-0.4117132852857587,-0.016595440222599844,-0.07538073873285298,-0.04500000000000004,-0.7179722975472551,0.5182652755238251,0.7956021989005497,0.8425787106446777,BH within subject x band x declared family
1,8-12Hz,logbp_C3,channel_power,-0.67563387768535,-0.7554010891823844,-0.07976721149703436,-0.17356145138474696,-0.050000000000000044,-0.7907494420732706,0.459153713919192,0.5762118940529735,0.7904619119011923,BH within subject x band x declared family
1,8-12Hz,logbp_C4,channel_power,-0.7588122818397777,-0.77489056340623,-0.0160782815664523,-0.04923424165066334,-0.06999999999999995,-0.6859563278443248,0.556332033553934,0.8710644677661169,0.8710644677661169,BH within subject x band x declared family
1,8-12Hz,logbp_CP3,channel_power,-0.6358793972114367,-0.6941408965200718,-0.05826149930863511,-0.12547981361491117,-0.09999999999999998,-0.776762131920327,0.4688973584815253,0.6916541729135433,0.7904619119011923,BH within subject x band x declared family
1,8-12Hz,logbp_CP4,channel_power,-0.5694732609361373,-0.6804580302434821,-0.1109847693073448,-0.2442823128908087,-0.125,-0.9082219405648394,0.34843547737654973,0.431784107946027,0.7904619119011923,BH within subject x band x declared family
1,8-12Hz,logbp_FC3,channel_power,-0.36776882049353815,-0.4808096445267916,-0.11304082403325344,-0.21441826962329907,-0.050000000000000044,-0.8367589167234845,0.40889961129784896,0.4992503748125937,0.7904619119011923,BH within subject x band x declared family
1,8-12Hz,logbp_FC4,channel_power,-0.4937197189293089,-0.6367231722455418,-0.14300345331623288,-0.4533243406039049,-0.31499999999999995,-1.200477134138569,0.14632744982962032,0.1489255372313843,0.7904619119011923,BH within subject x band x declared family
1,8-12Hz,logbp_P3,channel_power,-0.26622531394186055,-0.3316256476743182,-0.06540033373245763,-0.15773477275529732,-0.06999999999999995,-0.7917912496973203,0.4910147936062969,0.6096951524237881,0.7904619119011923,BH within subject x band x declared family
1,8-12Hz,logbp_P4,channel_power,-0.12408080046442552,-0.2280955713243907,-0.10401477085996519,-0.2367654305687381,-0.10499999999999998,-0.8445035139504333,0.36855196458111067,0.4547726136931534,0.7904619119011923,BH within subject x band x declared family
1,8-12Hz,asym_C3_C4,asymmetry,0.08317840415442752,0.019489474223845588,-0.06368892993058194,-0.16140562074682246,-0.10499999999999998,-0.8077607784289649,0.4597767960162967,0.5827086456771614,0.7901049475262368,BH within subject x band x declared family
1,8-12Hz,asym_FC3_FC4,asymmetry,0.12595089843577081,0.15591352771875006,0.029962629282979242,0.08378187649256628,0.1499999999999999,-0.5222040861857176,0.7688699219334414,0.7901049475262368,0.7901049475262368,BH within subject x band x declared family
1,8-12Hz,asym_CP3_CP4,asymmetry,-0.0664061362752995,-0.013682866276589661,0.05272326999870983,0.15402724443780388,0.06000000000000005,-0.47197156521309425,0.7901371516494021,0.6196901549225388,0.7901049475262368,BH within subject x band x declared family
1,8-12Hz,asym_P3_P4,asymmetry,-0.14214451347743512,-0.10353007634992743,0.038614437127507686,0.11915343696061496,0.05499999999999994,-0.5228035183706878,0.7254483478190952,0.7221389305347327,0.7901049475262368,BH within subject x band x declared family
1,8-12Hz,motor13_left,motor13_summary,-0.3417489966240856,-0.41740617545244174,-0.07565717882835615,-0.17521840020332682,-0.07999999999999996,-0.8682803941215013,0.41597325551746206,0.5647176411794103,0.5647176411794103,BH within subject x band x declared family
1,8-12Hz,motor13_right,motor13_summary,-0.3603137301045522,-0.4694360096385899,-0.10912227953403769,-0.3443245648421327,-0.19999999999999996,-1.0553390267470932,0.24252552728289262,0.28085957021489255,0.5647176411794103,BH within subject x band x declared family
1,8-12Hz,motor13_midline,motor13_summary,-0.03230958259115993,-0.09538986598203444,-0.06308028339087451,-0.19171029312300847,-0.17500000000000004,-0.870602610862423,0.38446419370550156,0.5562218890554723,0.5647176411794103,BH within subject x band x declared family
1,8-12Hz,motor13_global,motor13_summary,-0.2774801831858976,-0.3631061941077893,-0.0856260109218917,-0.2456006312803866,-0.125,-0.9242442136649058,0.35496180010444234,0.4177911044477761,0.5647176411794103,BH within subject x band x declared family
1,8-12Hz,hand_by_hemisphere_C3_C4,hand_by_hemisphere,0.08317840415442752,0.019489474223845588,-0.06368892993058194,-0.16140562074682246,-0.10499999999999998,-0.803102419972916,0.4591679723593533,0.584207896051974,0.7591204397801099,BH within subject x band x declared family
1,8-12Hz,hand_by_hemisphere_FC3_FC4,hand_by_hemisphere,0.12595089843577081,0.15591352771875006,0.029962629282979242,0.08378187649256628,0.1499999999999999,-0.49568267844739616,0.7458916750862162,0.7591204397801099,0.7591204397801099,BH within subject x band x declared family
1,8-12Hz,hand_by_hemisphere_CP3_CP4,hand_by_hemisphere,-0.0664061362752995,-0.013682866276589661,0.05272326999870983,0.15402724443780388,0.06000000000000005,-0.4484891865186772,0.7739222470786825,0.6276861569215393,0.7591204397801099,BH within subject x band x declared family
1,8-12Hz,hand_by_hemisphere_P3_P4,hand_by_hemisphere,-0.14214451347743512,-0.10353007634992743,0.038614437127507686,0.11915343696061496,0.05499999999999994,-0.5213891065942371,0.7395409007425543,0.7011494252873564,0.7591204397801099,BH within subject x band x declared family
1,8-30Hz,logbp_C3,channel_power,0.5065278235886483,0.35094991653007523,-0.1555779070585731,-0.32063138850360406,-0.050000000000000044,-0.7784294334033005,0.3839761596485703,0.33883058470764615,0.6776611694152923,BH within subject x band x declared family
1,8-30Hz,logbp_C4,channel_power,0.41242310642981933,0.3908636036642287,-0.021559502765590655,-0.07909102104799973,-0.020000000000000018,-0.6408199348962315,0.6149484007673628,0.8085957021489255,0.823088455772114,BH within subject x band x declared family
1,8-30Hz,logbp_CP3,channel_power,0.4595820487919176,0.37336856233044374,-0.08621348646147386,-0.24984442427122106,-0.12,-0.8721844240799973,0.36852572425057706,0.4427786106946527,0.7084457771114443,BH within subject x band x declared family
1,8-30Hz,logbp_CP4,channel_power,0.376807939878861,0.3548594603217085,-0.02194847955715251,-0.07161359668969754,0.020000000000000018,-0.6769946024296974,0.557195554507112,0.823088455772114,0.823088455772114,BH within subject x band x declared family
1,8-30Hz,logbp_FC3,channel_power,0.7646947534724939,0.5257669052973225,-0.23892784817517143,-0.4169035001196446,-0.14500000000000002,-0.8731358928623486,0.1914702518659314,0.19890054972513743,0.6776611694152923,BH within subject x band x declared family
1,8-30Hz,logbp_FC4,channel_power,0.8221818753007252,0.6901797246612162,-0.13200215063950893,-0.3987122951746255,-0.135,-0.9423150682321078,0.22397842432872445,0.21339330334832585,0.6776611694152923,BH within subject x band x declared family
1,8-30Hz,logbp_P3,channel_power,0.6406553192743286,0.5895880131554121,-0.05106730611891652,-0.17600141683958478,-0.07499999999999996,-0.7713312801697129,0.46575624587690584,0.5677161419290355,0.7569548559053807,BH within subject x band x declared family
1,8-30Hz,logbp_P4,channel_power,0.8104768229072453,0.7235050853746555,-0.0869717375325898,-0.3070627821131992,-0.16500000000000004,-0.9285558727807196,0.3043115349414461,0.31984007996002,0.6776611694152923,BH within subject x band x declared family
1,8-30Hz,asym_C3_C4,asymmetry,0.09410471715882905,-0.03991368713415346,-0.1340184042929825,-0.4414781198505481,-0.29000000000000004,-1.045250934822561,0.14232286542184996,0.1489255372313843,0.5310677994336165,BH within subject x band x declared family
1,8-30Hz,asym_FC3_FC4,asymmetry,-0.05748712182823149,-0.1644128193638939,-0.10692569753566242,-0.28837708632274534,-0.11499999999999999,-0.858024732495464,0.33349004833874357,0.3778110944527736,0.5310677994336165,BH within subject x band x declared family
1,8-30Hz,asym_CP3_CP4,asymmetry,0.08277410891305663,0.018509102008735213,-0.06426500690432141,-0.26918055936671603,-0.18500000000000005,-0.9758634546889582,0.32313583693916903,0.3983008495752124,0.5310677994336165,BH within subject x band x declared family
1,8-30Hz,asym_P3_P4,asymmetry,-0.16982150363291684,-0.1339170722192434,0.03590443141367344,0.1882504695131284,0.09000000000000008,-0.4183720076525064,0.8145091177247881,0.5387306346826587,0.5387306346826587,BH within subject x band x declared family
1,8-30Hz,motor13_left,motor13_summary,0.7121144517310392,0.5748132418081418,-0.1373012099228974,-0.33860714989232726,-0.125,-0.8619828432191147,0.31108353122252486,0.29535232383808097,0.43978010994502753,BH within subject x band x declared family
1,8-30Hz,motor13_right,motor13_summary,0.7144711279106356,0.6309487995847987,-0.08352232832583695,-0.3119560651837902,-0.10499999999999998,-0.8685125268341932,0.31788448296840205,0.32983508245877063,0.43978010994502753,BH within subject x band x declared family
1,8-30Hz,motor13_midline,motor13_summary,0.8755830725867805,0.8223884482644488,-0.053194624322331685,-0.1937428573699443,-0.08999999999999997,-0.8161439736763576,0.4337785136696298,0.5282358820589705,0.5282358820589705,BH within subject x band x declared family
1,8-30Hz,motor13_global,motor13_summary,0.7507443935360548,0.6535365809044653,-0.09720781263158951,-0.31881640285073415,-0.13,-0.8780959184466367,0.3079332325719948,0.32233883058470764,0.43978010994502753,BH within subject x band x declared family
1,8-30Hz,hand_by_hemisphere_C3_C4,hand_by_hemisphere,0.09410471715882905,-0.03991368713415346,-0.1340184042929825,-0.4414781198505481,-0.29000000000000004,-1.0447914560782885,0.15864568895925768,0.1634182908545727,0.5190737964351158,BH within subject x band x declared family
1,8-30Hz,hand_by_hemisphere_FC3_FC4,hand_by_hemisphere,-0.05748712182823149,-0.1644128193638939,-0.10692569753566242,-0.28837708632274534,-0.11499999999999999,-0.884394209292658,0.35504564647124376,0.37381309345327335,0.5190737964351158,BH within subject x band x declared family
1,8-30Hz,hand_by_hemisphere_CP3_CP4,hand_by_hemisphere,0.08277410891305663,0.018509102008735213,-0.06426500690432141,-0.26918055936671603,-0.18500000000000005,-0.9908483423065348,0.31064823726281854,0.3893053473263368,0.5190737964351158,BH within subject x band x declared family
1,8-30Hz,hand_by_hemisphere_P3_P4,hand_by_hemisphere,-0.16982150363291684,-0.1339170722192434,0.03590443141367344,0.1882504695131284,0.09000000000000008,-0.4413915713663819,0.826745294470561,0.5262368815592204,0.5262368815592204,BH within subject x band x declared family
3,13-20Hz,logbp_C3,channel_power,-0.326385481832482,-0.3155265541743059,0.010858927658176087,0.018314875702092927,-0.07999999999999996,-0.6470803008698427,0.6040770741641622,0.9515242378810594,0.9515242378810594,BH within subject x band x declared family
3,13-20Hz,logbp_C4,channel_power,0.8863059509795626,0.8383564268935471,-0.047949524086015494,-0.06449580941885069,0.010000000000000009,-0.7098037989386968,0.5336169888654612,0.8330834582708646,0.9515242378810594,BH within subject x band x declared family
3,13-20Hz,logbp_CP3,channel_power,0.6231163448171296,0.5082018975523898,-0.11491444726473987,-0.17302551637618374,-0.15500000000000003,-0.8616586810065586,0.422070568274941,0.5797101449275363,0.9515242378810594,BH within subject x band x declared family
3,13-20Hz,logbp_CP4,channel_power,0.02555162291392115,-0.03562222122813942,-0.06117384414206057,-0.10158301761070895,-0.015000000000000013,-0.7756867751333614,0.5005742384538897,0.7406296851574213,0.9515242378810594,BH within subject x band x declared family
3,13-20Hz,logbp_FC3,channel_power,0.39050998156360994,0.33741992817304256,-0.05309005339056738,-0.08434392621104467,-0.06999999999999995,-0.711333897524391,0.524885391587664,0.767616191904048,0.9515242378810594,BH within subject x band x declared family
3,13-20Hz,logbp_FC4,channel_power,1.4277236545066174,1.2699483187161738,-0.15777533579044367,-0.22509904101509565,-0.13,-0.8977161440463698,0.37976940752863175,0.44627686156921537,0.9515242378810594,BH within subject x band x declared family
3,13-20Hz,logbp_P3,channel_power,-0.09419303647840654,-0.21019713424664865,-0.11600409776824211,-0.27326681897143135,-0.20499999999999996,-1.028150841512966,0.3399922146598087,0.36931534232883556,0.9515242378810594,BH within subject x band x declared family
3,13-20Hz,logbp_P4,channel_power,0.5665152929287204,0.44747025539031055,-0.11904503753840984,-0.14296974544949528,-0.010000000000000009,-0.7206523121930011,0.508092051846561,0.6721639180409795,0.9515242378810594,BH within subject x band x declared family
3,13-20Hz,asym_C3_C4,asymmetry,-1.2126914328120448,-1.1538829810678528,0.058808451744192025,0.11220814871622245,0.050000000000000044,-0.5159242135468397,0.737381024927494,0.7206396801599201,0.9608529068798934,BH within subject x band x declared family
3,13-20Hz,asym_FC3_FC4,asymmetry,-1.0372136729430077,-0.9325283905431311,0.10468528239987662,0.16041926096450113,0.07499999999999996,-0.4666361186076072,0.7985758012885225,0.5942028985507246,0.9608529068798934,BH within subject x band x declared family
3,13-20Hz,asym_CP3_CP4,asymmetry,0.5975647219032083,0.5438241187805292,-0.05374060312267914,-0.12852325188930588,-0.12,-0.7992107707661158,0.4755225396395792,0.6646676661669165,0.9608529068798934,BH within subject x band x declared family
3,13-20Hz,asym_P3_P4,asymmetry,-0.660708329407127,-0.6576673896369594,0.0030409397701676166,0.003883404182195087,-0.030000000000000027,-0.6280761822020342,0.6091942596486682,0.9895052473763118,0.9895052473763118,BH within subject x band x declared family
3,13-20Hz,motor13_left,motor13_summary,0.26253438797661127,0.19512367174568726,-0.06741071623092401,-0.12289657622287564,-0.07999999999999996,-0.8044653990089454,0.48479869481270194,0.6766616691654173,0.6766616691654173,BH within subject x band x declared family
3,13-20Hz,motor13_right,motor13_summary,0.8184886522185384,0.6987080493568747,-0.1197806028616637,-0.21686733008440526,-0.10499999999999998,-0.908460278472687,0.37618947219141574,0.487256371814093,0.6766616691654173,BH within subject x band x declared family
3,13-20Hz,motor13_midline,motor13_summary,0.8121275807244543,0.714092901657662,-0.09803467906679231,-0.15892167922194833,-0.15500000000000003,-0.8935546249621364,0.4354762615795593,0.6021989005497251,0.6766616691654173,BH within subject x band x declared family
3,13-20Hz,motor13_global,motor13_summary,0.6031921494730086,0.5085721008065998,-0.09462004866640883,-0.17561139071437562,-0.10499999999999998,-0.8809643333025949,0.42355326805623617,0.5732133933033483,0.6766616691654173,BH within subject x band x declared family
3,13-20Hz,hand_by_hemisphere_C3_C4,hand_by_hemisphere,-1.2126914328120448,-1.1538829810678528,0.058808451744192025,0.11220814871622245,0.050000000000000044,-0.5498236037913788,0.7305042213659348,0.7251374312843578,0.9668499083791438,BH within subject x band x declared family
3,13-20Hz,hand_by_hemisphere_FC3_FC4,hand_by_hemisphere,-1.0372136729430077,-0.9325283905431311,0.10468528239987662,0.16041926096450113,0.07499999999999996,-0.4824285398549942,0.77104257508848,0.616191904047976,0.9668499083791438,BH within subject x band x declared family
3,13-20Hz,hand_by_hemisphere_CP3_CP4,hand_by_hemisphere,0.5975647219032083,0.5438241187805292,-0.05374060312267914,-0.12852325188930588,-0.12,-0.8213604987838037,0.46385985131878676,0.6786606696651675,0.9668499083791438,BH within subject x band x declared family
3,13-20Hz,hand_by_hemisphere_P3_P4,hand_by_hemisphere,-0.660708329407127,-0.6576673896369594,0.0030409397701676166,0.003883404182195087,-0.030000000000000027,-0.6090047499334246,0.6179452601440295,0.9900049975012494,0.9900049975012494,BH within subject x band x declared family
3,20-30Hz,logbp_C3,channel_power,-0.8877388535310542,-0.9450457568441288,-0.05730690331307464,-0.17430051780078548,-0.135,-0.8769909072259592,0.4206334462529631,0.5772113943028486,0.6728064539158992,BH within subject x band x declared family
3,20-30Hz,logbp_C4,channel_power,0.3408438980400449,0.25341738678293874,-0.08742651125710615,-0.24512038237311182,-0.15000000000000002,-0.9540602452889709,0.34788708784819317,0.4332833583208396,0.6728064539158992,BH within subject x band x declared family
3,20-30Hz,logbp_CP3,channel_power,-0.17852048776174337,-0.20006957921644525,-0.02154909145470188,-0.06250908446684168,0.03499999999999992,-0.6798662569520003,0.5709578769267134,0.841079460269865,0.841079460269865,BH within subject x band x declared family
3,20-30Hz,logbp_CP4,channel_power,-0.5486192993824763,-0.6125365256461471,-0.0639172262636708,-0.19047103679468952,-0.26,-0.9660994449433734,0.38474788676221083,0.5407296351824088,0.6728064539158992,BH within subject x band x declared family
3,20-30Hz,logbp_FC3,channel_power,-0.06716477895093281,-0.26224404784766964,-0.19507926889673682,-0.6218307848707083,-0.365,-1.4388734951835809,-0.012779516625527922,0.05347326336831584,0.42778610694652675,BH within subject x band x declared family
3,20-30Hz,logbp_FC4,channel_power,1.424244932017595,1.2558267520311792,-0.16841817998641573,-0.25700328531266026,-0.11499999999999999,-0.9612481125076481,0.3408419814810163,0.392303848075962,0.6728064539158992,BH within subject x band x declared family
3,20-30Hz,logbp_P3,channel_power,-0.47736206300263395,-0.5192936018752744,-0.04193153887264045,-0.1610139980216903,-0.08999999999999997,-0.7943503235338633,0.4478986216244323,0.5887056471764118,0.6728064539158992,BH within subject x band x declared family
3,20-30Hz,logbp_P4,channel_power,0.013281374260479895,-0.13508573527035733,-0.14836710953083723,-0.2126414933430384,-0.21999999999999997,-0.8091010857193179,0.3851613885688286,0.5087456271864068,0.6728064539158992,BH within subject x band x declared family
3,20-30Hz,asym_C3_C4,asymmetry,-1.2285827515710992,-1.1984631436270676,0.030119607944031568,0.095834125980865,0.050000000000000044,-0.5338754925946109,0.7460529237902517,0.7466266866566716,0.8985507246376812,BH within subject x band x declared family
3,20-30Hz,asym_FC3_FC4,asymmetry,-1.4914097109685278,-1.5180707998788487,-0.02666108891032093,-0.04137611650670746,-0.040000000000000036,-0.6842255777606924,0.5751825494832319,0.8985507246376812,0.8985507246376812,BH within subject x band x declared family
3,20-30Hz,asym_CP3_CP4,asymmetry,0.370098811620733,0.41246694642970183,0.04236813480896884,0.15468012905462172,0.08000000000000007,-0.48168780130883765,0.7585076122556816,0.6241879060469765,0.8985507246376812,BH within subject x band x declared family
3,20-30Hz,asym_P3_P4,asymmetry,-0.49064343726311394,-0.38420786660491696,0.10643557065819698,0.17702906861485088,0.05499999999999994,-0.4629372654324862,0.7538751274871595,0.5887056471764118,0.8985507246376812,BH within subject x band x declared family
3,20-30Hz,motor13_left,motor13_summary,-0.24060655479074855,-0.34304345247952134,-0.10243689768877279,-0.35888181549314335,-0.27,-1.0850264895853312,0.24811872516711136,0.2448775612193903,0.34049641845743794,BH within subject x band x declared family
