subject_id,label,hand,transductive_group_maps,state_naming_mode,feature,value
9,0,left,True,neutral,MS2_occurrence,17.6
9,1,right,True,neutral,MS2_occurrence,17.6125
10,0,left,True,neutral,MS2_occurrence,12.0125
10,1,right,True,neutral,MS2_occurrence,12.75
11,0,left,True,neutral,MS2_occurrence,12.925
11,1,right,True,neutral,MS2_occurrence,13.3
14,0,left,True,neutral,MS2_occurrence,14.925
14,1,right,True,neutral,MS2_occurrence,14.675
15,0,left,True,neutral,MS2_occurrence,19.625
15,1,right,True,neutral,MS2_occurrence,19.775
17,0,left,True,neutral,MS2_occurrence,15.7
17,1,right,True,neutral,MS2_occurrence,16.0875
29,0,left,True,neutral,MS2_occurrence,16.975
29,1,right,True,neutral,MS2_occurrence,15.7875
31,0,left,True,neutral,MS2_occurrence,14.0
31,1,right,True,neutral,MS2_occurrence,13.9875
32,0,left,True,neutral,MS2_occurrence,18.6875
32,1,right,True,neutral,MS2_occurrence,18.6
37,0,left,True,neutral,MS2_occurrence,10.6
37,1,right,True,neutral,MS2_occurrence,10.175
41,0,left,True,neutral,MS2_occurrence,15.95
41,1,right,True,neutral,MS2_occurrence,14.6875
1,0,left,True,neutral,MS2_coverage,0.30545
1,1,right,True,neutral,MS2_coverage,0.3297
3,0,left,True,neutral,MS2_coverage,0.40105
3,1,right,True,neutral,MS2_coverage,0.36755
7,0,left,True,neutral,MS2_coverage,0.3146
7,1,right,True,neutral,MS2_coverage,0.3808
9,0,left,True,neutral,MS2_coverage,0.3609
9,1,right,True,neutral,MS2_coverage,0.3784
10,0,left,True,neutral,MS2_coverage,0.28615
10,1,right,True,neutral,MS2_coverage,0.3159
11,0,left,True,neutral,MS2_coverage,0.28425
11,1,right,True,neutral,MS2_coverage,0.29885
14,0,left,True,neutral,MS2_coverage,0.3093
14,1,right,True,neutral,MS2_coverage,0.28895
15,0,left,True,neutral,MS2_coverage,0.23675
15,1,right,True,neutral,MS2_coverage,0.23645
17,0,left,True,neutral,MS2_coverage,0.30745
17,1,right,True,neutral,MS2_coverage,0.3279
29,0,left,True,neutral,MS2_coverage,0.3284
29,1,right,True,neutral,MS2_coverage,0.31475
31,0,left,True,neutral,MS2_coverage,0.3511
31,1,right,True,neutral,MS2_coverage,0.36315
32,0,left,True,neutral,MS2_coverage,0.33295
32,1,right,True,neutral,MS2_coverage,0.3314
37,0,left,True,neutral,MS2_coverage,0.22895
37,1,right,True,neutral,MS2_coverage,0.21955
41,0,left,True,neutral,MS2_coverage,0.28085
41,1,right,True,neutral,MS2_coverage,0.2574
1,0,left,True,neutral,MS3_duration,0.01806292134831461
1,1,right,True,neutral,MS3_duration,0.019043743641912515
3,0,left,True,neutral,MS3_duration,0.020826556016597515
3,1,right,True,neutral,MS3_duration,0.018983932670237184
7,0,left,True,neutral,MS3_duration,0.02299
7,1,right,True,neutral,MS3_duration,0.019523283346487768
9,0,left,True,neutral,MS3_duration,0.018815020862308764
9,1,right,True,neutral,MS3_duration,0.018920590302178495
10,0,left,True,neutral,MS3_duration,0.021754385964912283
10,1,right,True,neutral,MS3_duration,0.019523809523809527
11,0,left,True,neutral,MS3_duration,0.02112974051896208
11,1,right,True,neutral,MS3_duration,0.020063555114200597
14,0,left,True,neutral,MS3_duration,0.021390759592795617
14,1,right,True,neutral,MS3_duration,0.021683706070287544
15,0,left,True,neutral,MS3_duration,0.012626739261947975
15,1,right,True,neutral,MS3_duration,0.012630815709969791
17,0,left,True,neutral,MS3_duration,0.020487489911218727
17,1,right,True,neutral,MS3_duration,0.020349761526232114
29,0,left,True,neutral,MS3_duration,0.020951951951951955
29,1,right,True,neutral,MS3_duration,0.02210576923076923
31,0,left,True,neutral,MS3_duration,0.026581490581490584
31,1,right,True,neutral,MS3_duration,0.024797364085667215
32,0,left,True,neutral,MS3_duration,0.018191099476439793
32,1,right,True,neutral,MS3_duration,0.018472773862908392
37,0,left,True,neutral,MS3_duration,0.018618633540372676
37,1,right,True,neutral,MS3_duration,0.017981258366800538
41,0,left,True,neutral,MS3_duration,0.02043212508884151
41,1,right,True,neutral,MS3_duration,0.018789308176100628
1,0,left,True,neutral,MS3_occurrence,11.125
1,1,right,True,neutral,MS3_occurrence,12.2875
3,0,left,True,neutral,MS3_occurrence,15.0625
3,1,right,True,neutral,MS3_occurrence,16.3375
7,0,left,True,neutral,MS3_occurrence,15.0
7,1,right,True,neutral,MS3_occurrence,15.8375
9,0,left,True,neutral,MS3_occurrence,17.975
9,1,right,True,neutral,MS3_occurrence,17.7875
10,0,left,True,neutral,MS3_occurrence,11.4
10,1,right,True,neutral,MS3_occurrence,11.025
11,0,left,True,neutral,MS3_occurrence,12.525
11,1,right,True,neutral,MS3_occurrence,12.5875
14,0,left,True,neutral,MS3_occurrence,15.9625
14,1,right,True,neutral,MS3_occurrence,15.65
15,0,left,True,neutral,MS3_occurrence,20.6625
15,1,right,True,neutral,MS3_occurrence,20.6875
17,0,left,True,neutral,MS3_occurrence,15.4875
17,1,right,True,neutral,MS3_occurrence,15.725
29,0,left,True,neutral,MS3_occurrence,16.65
29,1,right,True,neutral,MS3_occurrence,15.6
31,0,left,True,neutral,MS3_occurrence,15.2625
31,1,right,True,neutral,MS3_occurrence,15.175
32,0,left,True,neutral,MS3_occurrence,19.1
32,1,right,True,neutral,MS3_occurrence,19.5125
37,0,left,True,neutral,MS3_occurrence,10.0625
37,1,right,True,neutral,MS3_occurrence,9.3375
41,0,left,True,neutral,MS3_occurrence,17.5875
41,1,right,True,neutral,MS3_occurrence,15.9
1,0,left,True,neutral,MS3_coverage,0.20095
1,1,right,True,neutral,MS3_coverage,0.234
3,0,left,True,neutral,MS3_coverage,0.3137
3,1,right,True,neutral,MS3_coverage,0.31015
7,0,left,True,neutral,MS3_coverage,0.34485
7,1,right,True,neutral,MS3_coverage,0.3092
9,0,left,True,neutral,MS3_coverage,0.3382
9,1,right,True,neutral,MS3_coverage,0.33655
10,0,left,True,neutral,MS3_coverage,0.248
10,1,right,True,neutral,MS3_coverage,0.21525
11,0,left,True,neutral,MS3_coverage,0.26465
11,1,right,True,neutral,MS3_coverage,0.25255
14,0,left,True,neutral,MS3_coverage,0.34145
14,1,right,True,neutral,MS3_coverage,0.33935
15,0,left,True,neutral,MS3_coverage,0.2609
15,1,right,True,neutral,MS3_coverage,0.2613
17,0,left,True,neutral,MS3_coverage,0.3173
17,1,right,True,neutral,MS3_coverage,0.32
29,0,left,True,neutral,MS3_coverage,0.34885
29,1,right,True,neutral,MS3_coverage,0.34485
31,0,left,True,neutral,MS3_coverage,0.4057
31,1,right,True,neutral,MS3_coverage,0.3763
32,0,left,True,neutral,MS3_coverage,0.34745
32,1,right,True,neutral,MS3_coverage,0.36045
37,0,left,True,neutral,MS3_coverage,0.18735
37,1,right,True,neutral,MS3_coverage,0.1679
41,0,left,True,neutral,MS3_coverage,0.35935
41,1,right,True,neutral,MS3_coverage,0.29875
1,0,left,True,neutral,MS0_to_MS1,0.11824324324324324
1,1,right,True,neutral,MS0_to_MS1,0.109375
3,0,left,True,neutral,MS0_to_MS1,0.1048951048951049
3,1,right,True,neutral,MS0_to_MS1,0.12123974475843209
7,0,left,True,neutral,MS0_to_MS1,0.14604236343366778
7,1,right,True,neutral,MS0_to_MS1,0.11866028708133972
9,0,left,True,neutral,MS0_to_MS1,0.12320143884892086
9,1,right,True,neutral,MS0_to_MS1,0.10832587287376902
10,0,left,True,neutral,MS0_to_MS1,0.08797327394209355
10,1,right,True,neutral,MS0_to_MS1,0.08037825059101655
11,0,left,True,neutral,MS0_to_MS1,0.16578108395324123
11,1,right,True,neutral,MS0_to_MS1,0.18949536560247168
14,0,left,True,neutral,MS0_to_MS1,0.1826625386996904
14,1,right,True,neutral,MS0_to_MS1,0.20630081300813008
15,0,left,True,neutral,MS0_to_MS1,0.3502710027100271
15,1,right,True,neutral,MS0_to_MS1,0.3563899868247694
17,0,left,True,neutral,MS0_to_MS1,0.10475266731328807
17,1,right,True,neutral,MS0_to_MS1,0.10348071495766697
29,0,left,True,neutral,MS0_to_MS1,0.10665362035225048
29,1,right,True,neutral,MS0_to_MS1,0.12008072653884964
31,0,left,True,neutral,MS0_to_MS1,0.09603340292275574
31,1,right,True,neutral,MS0_to_MS1,0.09871244635193133
32,0,left,True,neutral,MS0_to_MS1,0.10741049125728559
32,1,right,True,neutral,MS0_to_MS1,0.1205020920502092
37,0,left,True,neutral,MS0_to_MS1,0.12438423645320197
37,1,right,True,neutral,MS0_to_MS1,0.10973936899862825
41,0,left,True,neutral,MS0_to_MS1,0.08216926869350863
41,1,right,True,neutral,MS0_to_MS1,0.08480268681780016
1,0,left,True,neutral,MS0_to_MS2,0.5563063063063063
1,1,right,True,neutral,MS0_to_MS2,0.5010416666666667
3,0,left,True,neutral,MS0_to_MS2,0.4435564435564436
3,1,right,True,neutral,MS0_to_MS2,0.4448495897903373
7,0,left,True,neutral,MS0_to_MS2,0.4693422519509476
7,1,right,True,neutral,MS0_to_MS2,0.5043062200956938
9,0,left,True,neutral,MS0_to_MS2,0.4568345323741007
9,1,right,True,neutral,MS0_to_MS2,0.4341987466427932
10,0,left,True,neutral,MS0_to_MS2,0.5200445434298441
10,1,right,True,neutral,MS0_to_MS2,0.5484633569739953
11,0,left,True,neutral,MS0_to_MS2,0.44739638682252925
11,1,right,True,neutral,MS0_to_MS2,0.46446961894953653
14,0,left,True,neutral,MS0_to_MS2,0.39628482972136225
14,1,right,True,neutral,MS0_to_MS2,0.4065040650406504
15,0,left,True,neutral,MS0_to_MS2,0.30013550135501355
15,1,right,True,neutral,MS0_to_MS2,0.3115942028985507
17,0,left,True,neutral,MS0_to_MS2,0.466537342386033
17,1,right,True,neutral,MS0_to_MS2,0.4873000940733772
29,0,left,True,neutral,MS0_to_MS2,0.4794520547945205
29,1,right,True,neutral,MS0_to_MS2,0.5055499495459133
31,0,left,True,neutral,MS0_to_MS2,0.4321503131524008
31,1,right,True,neutral,MS0_to_MS2,0.434549356223176
32,0,left,True,neutral,MS0_to_MS2,0.45545378850957535
32,1,right,True,neutral,MS0_to_MS2,0.4510460251046025
37,0,left,True,neutral,MS0_to_MS2,0.4802955665024631
37,1,right,True,neutral,MS0_to_MS2,0.5089163237311386
41,0,left,True,neutral,MS0_to_MS2,0.43385373870172556
41,1,right,True,neutral,MS0_to_MS2,0.4466834592779177
1,0,left,True,neutral,MS0_to_MS3,0.32545045045045046
1,1,right,True,neutral,MS0_to_MS3,0.38958333333333334
3,0,left,True,neutral,MS0_to_MS3,0.4515484515484515
3,1,right,True,neutral,MS0_to_MS3,0.43391066545123064
7,0,left,True,neutral,MS0_to_MS3,0.38461538461538464
7,1,right,True,neutral,MS0_to_MS3,0.3770334928229665
9,0,left,True,neutral,MS0_to_MS3,0.4199640287769784
9,1,right,True,neutral,MS0_to_MS3,0.4574753804834378
10,0,left,True,neutral,MS0_to_MS3,0.39198218262806234
10,1,right,True,neutral,MS0_to_MS3,0.37115839243498816
11,0,left,True,neutral,MS0_to_MS3,0.38682252922422955
11,1,right,True,neutral,MS0_to_MS3,0.34603501544799176
14,0,left,True,neutral,MS0_to_MS3,0.42105263157894735
14,1,right,True,neutral,MS0_to_MS3,0.3871951219512195
15,0,left,True,neutral,MS0_to_MS3,0.34959349593495936
15,1,right,True,neutral,MS0_to_MS3,0.33201581027667987
17,0,left,True,neutral,MS0_to_MS3,0.42870999030067897
17,1,right,True,neutral,MS0_to_MS3,0.40921919096895576
29,0,left,True,neutral,MS0_to_MS3,0.41389432485322897
29,1,right,True,neutral,MS0_to_MS3,0.37436932391523714
31,0,left,True,neutral,MS0_to_MS3,0.4718162839248434
31,1,right,True,neutral,MS0_to_MS3,0.4667381974248927
32,0,left,True,neutral,MS0_to_MS3,0.43713572023313907
32,1,right,True,neutral,MS0_to_MS3,0.42845188284518826
37,0,left,True,neutral,MS0_to_MS3,0.39532019704433496
37,1,right,True,neutral,MS0_to_MS3,0.3813443072702332
41,0,left,True,neutral,MS0_to_MS3,0.48397699260476584
41,1,right,True,neutral,MS0_to_MS3,0.46851385390428213
1,0,left,True,neutral,MS1_to_MS0,0.335
1,1,right,True,neutral,MS1_to_MS0,0.28608923884514437
3,0,left,True,neutral,MS1_to_MS0,0.31842105263157894
3,1,right,True,neutral,MS1_to_MS0,0.271523178807947
7,0,left,True,neutral,MS1_to_MS0,0.20094936708860758
7,1,right,True,neutral,MS1_to_MS0,0.26
9,0,left,True,neutral,MS1_to_MS0,0.2538593481989708
9,1,right,True,neutral,MS1_to_MS0,0.27524752475247527
10,0,left,True,neutral,MS1_to_MS0,0.26666666666666666
10,1,right,True,neutral,MS1_to_MS0,0.26865671641791045
11,0,left,True,neutral,MS1_to_MS0,0.2656514382402707
11,1,right,True,neutral,MS1_to_MS0,0.27910685805422647
14,0,left,True,neutral,MS1_to_MS0,0.21722365038560412
14,1,right,True,neutral,MS1_to_MS0,0.24936061381074168
15,0,left,True,neutral,MS1_to_MS0,0.3040095751047277
15,1,right,True,neutral,MS1_to_MS0,0.31536697247706424
17,0,left,True,neutral,MS1_to_MS0,0.2525879917184265
17,1,right,True,neutral,MS1_to_MS0,0.2
29,0,left,True,neutral,MS1_to_MS0,0.2220496894409938
29,1,right,True,neutral,MS1_to_MS0,0.21392190152801357
31,0,left,True,neutral,MS1_to_MS0,0.25748502994011974
31,1,right,True,neutral,MS1_to_MS0,0.2528409090909091
32,0,left,True,neutral,MS1_to_MS0,0.24153846153846154
32,1,right,True,neutral,MS1_to_MS0,0.2330508474576271
37,0,left,True,neutral,MS1_to_MS0,0.28792569659442724
37,1,right,True,neutral,MS1_to_MS0,0.2982456140350877
41,0,left,True,neutral,MS1_to_MS0,0.3062330623306233
41,1,right,True,neutral,MS1_to_MS0,0.3209169054441261
1,0,left,True,neutral,MS1_to_MS2,0.335
1,1,right,True,neutral,MS1_to_MS2,0.3858267716535433
3,0,left,True,neutral,MS1_to_MS2,0.34210526315789475
3,1,right,True,neutral,MS1_to_MS2,0.3598233995584989
7,0,left,True,neutral,MS1_to_MS2,0.3623417721518987
7,1,right,True,neutral,MS1_to_MS2,0.36
9,0,left,True,neutral,MS1_to_MS2,0.35506003430531735
9,1,right,True,neutral,MS1_to_MS2,0.3465346534653465
10,0,left,True,neutral,MS1_to_MS2,0.32592592592592595
10,1,right,True,neutral,MS1_to_MS2,0.41044776119402987
11,0,left,True,neutral,MS1_to_MS2,0.3299492385786802
11,1,right,True,neutral,MS1_to_MS2,0.3062200956937799
14,0,left,True,neutral,MS1_to_MS2,0.38688946015424164
14,1,right,True,neutral,MS1_to_MS2,0.3145780051150895
15,0,left,True,neutral,MS1_to_MS2,0.3518850987432675
15,1,right,True,neutral,MS1_to_MS2,0.3256880733944954
17,0,left,True,neutral,MS1_to_MS2,0.38716356107660455
17,1,right,True,neutral,MS1_to_MS2,0.4
29,0,left,True,neutral,MS1_to_MS2,0.37267080745341613
29,1,right,True,neutral,MS1_to_MS2,0.34465195246179964
31,0,left,True,neutral,MS1_to_MS2,0.31736526946107785
31,1,right,True,neutral,MS1_to_MS2,0.3096590909090909
32,0,left,True,neutral,MS1_to_MS2,0.3323076923076923
32,1,right,True,neutral,MS1_to_MS2,0.3220338983050847
37,0,left,True,neutral,MS1_to_MS2,0.34365325077399383
37,1,right,True,neutral,MS1_to_MS2,0.3719298245614035
41,0,left,True,neutral,MS1_to_MS2,0.2899728997289973
41,1,right,True,neutral,MS1_to_MS2,0.3123209169054441
1,0,left,True,neutral,MS1_to_MS3,0.33
1,1,right,True,neutral,MS1_to_MS3,0.32808398950131235
3,0,left,True,neutral,MS1_to_MS3,0.3394736842105263
3,1,right,True,neutral,MS1_to_MS3,0.3686534216335541
7,0,left,True,neutral,MS1_to_MS3,0.43670886075949367
7,1,right,True,neutral,MS1_to_MS3,0.38
9,0,left,True,neutral,MS1_to_MS3,0.3910806174957118
9,1,right,True,neutral,MS1_to_MS3,0.3782178217821782
10,0,left,True,neutral,MS1_to_MS3,0.4074074074074074
10,1,right,True,neutral,MS1_to_MS3,0.3208955223880597
11,0,left,True,neutral,MS1_to_MS3,0.40439932318104904
11,1,right,True,neutral,MS1_to_MS3,0.41467304625199364
14,0,left,True,neutral,MS1_to_MS3,0.39588688946015427
14,1,right,True,neutral,MS1_to_MS3,0.4360613810741688
15,0,left,True,neutral,MS1_to_MS3,0.3441053261520048
15,1,right,True,neutral,MS1_to_MS3,0.35894495412844035
17,0,left,True,neutral,MS1_to_MS3,0.36024844720496896
17,1,right,True,neutral,MS1_to_MS3,0.4
29,0,left,True,neutral,MS1_to_MS3,0.4052795031055901
29,1,right,True,neutral,MS1_to_MS3,0.44142614601018676
31,0,left,True,neutral,MS1_to_MS3,0.4251497005988024
31,1,right,True,neutral,MS1_to_MS3,0.4375
32,0,left,True,neutral,MS1_to_MS3,0.42615384615384616
32,1,right,True,neutral,MS1_to_MS3,0.4449152542372881
37,0,left,True,neutral,MS1_to_MS3,0.3684210526315789
37,1,right,True,neutral,MS1_to_MS3,0.3298245614035088
41,0,left,True,neutral,MS1_to_MS3,0.4037940379403794
41,1,right,True,neutral,MS1_to_MS3,0.3667621776504298
